,price,location,version,year,engine,km,owner_num,gear_type,color,origin_own,nxt_test,test_cost
845,"60,000 ₪",חדרה,טויוטה קורולה COROLLA SUN CC,2015,1598 ליטר בנזין,"159,000",2,אוטומטי,שנהב לבן,ליסינג,2 חודשים,"1,424 ₪"
846,"38,000 ₪",ראשון לציון,ניסאן מיקרה MICRA VISIA,2019,1198 ליטר בנזין,"50,000",1,ידני,שנהב לבן,ליסינג,11 חודשים,"1,102 ₪"
847,"45,000 ₪",לוד,יונדאי I30 I30 INSPIRE,2013,1591 ליטר בנזין,"150,000",3,אוטומטי,שנהב לבן,פרטית,11 חודשים,"1,262 ₪"
848,"108,000 ₪",שפרעם,סקודה אוקטביה OCTAVIA AMBITION,2019,1498 ליטר בנזין,"141,000",1,אוטומטי,אפור מטל,ליסינג,9 חודשים,"1,604 ₪"
849,"74,000 ₪",רעננה,טויוטה יאריס YARIS STYLE,2019,1496 ליטר בנזין,"95,800",1,אוטומטי,שנהב לבן,השכרה,1 חודשים,"1,353 ₪"
850,"119,000 ₪",נתניה,ניסאן קשקאי QASHQAI ACENTA-TECH,2020,1461 ליטר דיזל,"59,000",2,אוטומטי,לבן,פרטית,5 חודשים,"2,130 ₪"
851,"155,000 ₪",נתניה,SERES E3 EV EV,2023,חשמלי,0,1,אוטומטי,שחור,ליסינג,0,"1,811 ₪"
852,"189,900 ₪",ראשון לציון,סקודה סופרב SUPERB LK IV,2022,1395 ליטר חשמל/בנזין,"12,500",1,אוטומטי,שנהב לבן,אחר,9 חודשים,"3,366 ₪"
853,"314,999 ₪",נתיבות,וולבו XC60 RECHARGET8 INSCRIPTION,2021,1969 ליטר חשמל/בנזין,"18,000",1,אוטומטי,שנהב לבן,פרטית,0,"4,731 ₪"
854,"97,000 ₪",כפר כנא,יונדאי איוניק HYBRID PREMIUM,2019,1580 ליטר בנזין,"150,000",1,אוטומטי,שנהב לבן,ליסינג,6 חודשים,"1,604 ₪"
855,"18,000 ₪",פתח תקווה,סוזוקי SX4 SX4 GLX,2008,1586 ליטר בנזין,"187,000",2,אוטומטי,כחול כהה,פרטית,11 חודשים,"1,074 ₪"
856,"188,995 ₪",קרית שמונה,אאודי A6 A6 LUXURY,2017,1798 ליטר בנזין,"104,000",2,אוטומטי,שנהב לבן,פרטית,8 חודשים,"3,357 ₪"
857,"157,140 ₪",נתניה,שברולט טריילבליזר TRAIL BLAZER LS,2023,1341 ליטר בנזין,0,1,אוטומטי,לבן פנינה,ליסינג,11 חודשים,0
858,"95,900 ₪",נתניה,מזדה 3 MAZDA 3 SPORT,2019,1998 ליטר בנזין,"72,000",2,אוטומטי,כסף,ליסינג,0,"1,604 ₪"
859,"71,900 ₪",פתח תקווה,יונדאי I10 I10 PRIME,2019,1248 ליטר בנזין,"73,058",2,אוטומטי,כסף,פרטית,10 חודשים,"1,102 ₪"
860,"93,000 ₪",ירכא,פיג'ו 3008 3008 ACTIVE,2018,1560 ליטר דיזל,"200,000",1,אוטומטי,שנהב לבן,פרטית,4 חודשים,"1,835 ₪"
861,"184,900 ₪",ראשון לציון,יונדאי סונטה SONATA LIMITED,2022,1598 ליטר בנזין,"12,000",1,אוטומטי,שנהב לבן,פרטית,12 חודשים,"2,417 ₪"
862,"112,000 ₪",נתניה,יונדאי טוסון TUCSON PRIME PLUS,2019,1999 ליטר בנזין,"139,000",1,אוטומטי,שחור,ליסינג,6 חודשים,"1,835 ₪"
863,"50,000 ₪",נתניה,שברולט ספארק SPARK LT,2018,1399 ליטר בנזין,"55,000",1,אוטומטי,לבן,ליסינג,4 חודשים,"1,102 ₪"
864,"189,000 ₪",ראשון לציון,ב מ וו X1 SDRIVE 18I BUSINESS,2021,1499 ליטר בנזין,"20,000",2,אוטומטי,שחור,פרטית,11 חודשים,"3,366 ₪"
865,"79,900 ₪",ראשון לציון,סוזוקי ויטארה VITARA GLXV 2T,2017,1586 ליטר בנזין,"114,000",2,אוטומטי,קרם,פרטית,3 חודשים,"1,604 ₪"
866,"68,900 ₪",ראשון לציון,פיג'ו 2008 2008 PREMIUM,2017,1199 ליטר בנזין,"70,000",1,אוטומטי,אפור,פרטית,3 חודשים,"1,604 ₪"
867,"79,000 ₪",נתניה,קיה פיקנטו PICANTO LX,2021,1248 ליטר בנזין,"30,000",1,אוטומטי,כסף,פרטית,0,"1,235 ₪"
868,"188,000 ₪",פתח תקווה,גילי GEOMETRY C 460PRO,2023,חשמלי,0,1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"2,130 ₪"
869,"93,000 ₪",עפולה,יונדאי טוסון TUCSON PREMIUM,2016,1999 ליטר בנזין,"130,000",2,אוטומטי,שנהב לבן,פרטית,7 חודשים,"1,584 ₪"
870,"49,000 ₪",חדרה,יונדאי I25 I25 INSPIRE,2016,1368 ליטר בנזין,"138,000",2,אוטומטי,כחול מטל,ליסינג,7 חודשים,"1,205 ₪"
871,"160,000 ₪",עפולה,מיצובישי L-200 L200 DESERT,2020,2442 ליטר דיזל,"124,437",1,אוטומטי,שנהב לבן,פרטית,0,"3,366 ₪"
872,"124,900 ₪",ראשון לציון,קיה ספורטז' SPORTAGE PREMIUM GT,2019,1591 ליטר בנזין,"77,000",2,אוטומטי,שנהב לבן,פרטית,2 חודשים,"2,019 ₪"
873,"104,900 ₪",חיפה,טויוטה C-HR HYBRID CITY,2017,1798 ליטר בנזין,"95,725",2,אוטומטי,כסוף מטאלי,פרטית,1 חודשים,"1,604 ₪"
874,"119,900 ₪",פתח תקווה,מיצובישי אקליפס קרוס ECLIPSE CROSS INSTYLE,2019,1499 ליטר בנזין,"45,155",1,אוטומטי,שנהב לבן,פרטית,5 חודשים,"1,835 ₪"
875,"105,900 ₪",ראשון לציון,קיה ספורטז' SPORTAGE URBAN,2017,1999 ליטר בנזין,"53,400",2,אוטומטי,שנהב לבן,פרטית,2 חודשים,"1,835 ₪"
876,"108,900 ₪",באר שבע,יונדאי טוסון TUCSON PRIME PLUS,2019,1999 ליטר בנזין,"105,714",1,אוטומטי,לבן,ליסינג,4 חודשים,"1,835 ₪"
877,"65,000 ₪",חיפה,ניסאן קשקאי QASHQAI VISIA,2016,1197 ליטר בנזין,"110,000",4,אוטומטי,שחור מטלי,פרטית,1 חודשים,"1,584 ₪"
878,"116,500 ₪",תל אביב יפו,פורד פומה PUMA ST-LINE,2021,999 ליטר בנזין,"8,000",1,אוטומטי,שחור,פרטית,8 חודשים,"1,811 ₪"
879,"72,000 ₪",נתניה,קיה פיקנטו PICANTO X-LINE,2020,1248 ליטר בנזין,"37,000",1,אוטומטי,שחור,פרטית,6 חודשים,"1,235 ₪"
880,"38,000 ₪",חיפה,פורד פוקוס FOCUS TREND,2016,1498 ליטר בנזין,"100,000",2,אוטומטי,שחור מטלי,ליסינג,6 חודשים,"1,424 ₪"
881,"105,000 ₪",בת ים,קיה ספורטז' SPORTAGE PREMIUM GT,2017,1591 ליטר בנזין,"80,000",3,אוטומטי,שנהב לבן,פרטית,0,"2,019 ₪"
882,"88,000 ₪",שפרעם,סיאט לאון LEON FR,2015,1798 ליטר בנזין,"180,000",3,אוטומטי,שנהב לבן,פרטית,3 חודשים,"1,693 ₪"
883,"49,900 ₪",באר טוביה,דאציה לוגאן LOGAN LAUREATE,2020,898 ליטר בנזין,"120,000",1,אוטומטי,שנהב לבן,פרטית,4 חודשים,"1,235 ₪"
884,"18,000 ₪",פתח תקווה,פורד פיאסטה FIESTA TREND,2011,1388 ליטר בנזין,"147,000",2,אוטומטי,כסף,פרטית,3 חודשים,"1,074 ₪"
885,"111,900 ₪",חיפה,סובארו XV XV 2.0 EYESIGHT,2019,1995 ליטר בנזין,"110,888",1,אוטומטי,אפור כהה,פרטית,0,"1,835 ₪"
886,"72,900 ₪",ראשון לציון,רנו מגאן MEGANE LIFE,2019,1461 ליטר דיזל,"128,450",1,אוטומטי,כחול מטל,ליסינג,0,"1,604 ₪"
887,"394,338 ₪",ירכא,ב מ וו סדרה 5 530E SPORT M,2021,1998 ליטר חשמל/בנזין,"25,750",1,אוטומטי,שחור,פרטית,8 חודשים,"4,731 ₪"
888,"66,000 ₪",נס ציונה,יונדאי I10 I10 PRIME,2019,1248 ליטר בנזין,"81,000",1,אוטומטי,שחור,השכרה,0,"1,102 ₪"
889,"69,000 ₪",חיפה,טויוטה קורולה COROLLA SUN,2015,1598 ליטר בנזין,"140,000",1,אוטומטי,כסף מטלי,ליסינג,0,"1,424 ₪"
890,"96,000 ₪",נס ציונה,מזדה 3 MAZDA 3 SPORT,2019,1998 ליטר בנזין,"72,000",1,אוטומטי,כסף,ליסינג,0,"1,604 ₪"
891,"29,000 ₪",חולון,שברולט קרוז CRUZE LT TURBO,2015,1362 ליטר בנזין,"84,000",2,אוטומטי,בורדו מטל,פרטית,11 חודשים,"1,424 ₪"
892,"105,000 ₪",פתח תקווה,סקודה קארוק KAROQ AMBITION,2018,999 ליטר בנזין,"102,000",2,אוטומטי,שחור,ליסינג,4 חודשים,"1,604 ₪"
893,"49,900 ₪",באר טוביה,סקודה ראפיד RAPID AMBITION,2017,1395 ליטר בנזין,"140,000",1,אוטומטי,אפור מטל,ליסינג,0,0
894,"65,900 ₪",ראשון לציון,אאודי Q3 Q3 LUXURY,2013,1984 ליטר בנזין,"177,000",3,אוטומטי,שנהב לבן,פרטית,2 חודשים,"1,962 ₪"
895,"153,000 ₪",חיפה,סקודה קודיאק KODIAQ STYLE,2017,1984 ליטר בנזין,"76,000",1,אוטומטי,בז,פרטית,8 חודשים,"2,563 ₪"
896,"392,900 ₪",רמת השרון,מרצדס GLC 200 4MATIC AMG LINE FLT,2021,1991 ליטר בנזין,"6,000",2,אוטומטי,שחור,פרטית,4 חודשים,"4,731 ₪"
897,"128,500 ₪",עפולה,קיה נירו NIRO URBAN,2021,1580 ליטר בנזין,"39,800",1,אוטומטי,שנהב לבן,פרטית,0,"2,130 ₪"
898,"108,000 ₪",שדרות,איסוזו D-Max PICK - UP S,2016,2499 ליטר דיזל,"270,000",3,ידני,לבן,פרטית,0,"1,693 ₪"
899,"219,900 ₪",ראשון לציון,קיה סורנטו SORENTO URBAN,2022,2497 ליטר בנזין,"11,000",1,אוטומטי,שנהב לבן,פרטית,7 חודשים,"3,366 ₪"
900,"40,900 ₪",ראשון לציון,פולקסווגן גולף GOLF TRENDLINE,2014,1197 ליטר בנזין,"220,000",2,אוטומטי,שנהב לבן,פרטית,0,"1,424 ₪"
901,"95,900 ₪",ראשון לציון,יונדאי סונטה HYBRID PREMIUM,2018,1999 ליטר בנזין,"111,013",2,אוטומטי,כסף,אחר,8 חודשים,"2,019 ₪"
902,"109,900 ₪",כפר חסידים א',ניסאן X TRAIL X-TRAIL VISIA,2017,1598 ליטר דיזל,"150,000",1,אוטומטי,שנהב לבן,פרטית,4 חודשים,"2,019 ₪"
903,"208,000 ₪",קרית שמונה,אאודי Q3 Q3 ADVANCE COMF,2020,1498 ליטר בנזין,"104,000",1,אוטומטי,שנהב לבן,פרטית,0,"3,366 ₪"
904,"64,999 ₪",ירושלים,יונדאי אלנטרה ELANTRA GL,2017,1591 ליטר בנזין,150,1,אוטומטי,שנהב לבן,פרטית,0,"1,604 ₪"
905,"217,000 ₪",נתניה,יונדאי טוסון TUCSON LUXURY,2023,1598 ליטר בנזין,0,1,אוטומטי,שחור,פרטית,11 חודשים,"2,417 ₪"
906,"98,900 ₪",ראשון לציון,ב מ וו סדרה 5 520I S,2015,1997 ליטר בנזין,"160,000",5,אוטומטי,שנהב לבן,פרטית,0,"2,397 ₪"
907,"170,000 ₪",נתניה,אאודי A4 A4 ADVANCED,2020,1984 ליטר בנזין,"52,000",5,אוטומטי,שחור,פרטית,0,"3,366 ₪"
908,"167,000 ₪",עפולה,סקודה קודיאק KODIAQ STYLE,2019,1968 ליטר דיזל,"94,500",1,אוטומטי,אפור כהה,פרטית,0,"2,417 ₪"
909,"46,500 ₪",עפולה,סיאט לאון LEON STYLE,2014,1197 ליטר בנזין,"133,000",4,ידני,אפור מטל,פרטית,0,"1,205 ₪"
910,"72,900 ₪",ראשון לציון,קיה פיקנטו PICANTO LX,2021,1248 ליטר בנזין,"31,000",1,אוטומטי,שנהב לבן,ליסינג,2 חודשים,"1,235 ₪"
911,"68,900 ₪",רמת השרון,שברולט ספארק SPARK LT PLUS,2019,1399 ליטר בנזין,"56,256",1,אוטומטי,שחור מטלי,פרטית,0,"1,102 ₪"
912,"113,900 ₪",ראשון לציון,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,"70,501",1,אוטומטי,שנהב לבן,פרטית,0,"2,130 ₪"
913,"94,900 ₪",רמת גן,מזדה CX-5 CX-5 EXECUTIVE,2017,1998 ליטר בנזין,"71,000",3,אוטומטי,אפור,ליסינג,1 חודשים,"2,019 ₪"
914,"58,000 ₪",פתח תקווה,סקודה סופרב SUPERB AMBITION,2016,1798 ליטר בנזין,"153,000",2,אוטומטי,שנהב לבן,פרטית,10 חודשים,"1,693 ₪"
915,"82,000 ₪",אבן יהודה,טויוטה אוריס HYBRID TS,2018,1798 ליטר בנזין,"84,000",1,אוטומטי,כחול מטל,ליסינג,9 חודשים,"1,604 ₪"
916,"91,000 ₪",תל אביב יפו,מזדה 3 MAZDA 3 COMFORT,2019,1998 ליטר בנזין,"110,000",1,אוטומטי,שנהב לבן,פרטית,2 חודשים,"1,604 ₪"
917,"115,000 ₪",ירושלים,סקודה אוקטביה OCTAVIA AMBITION,2019,1498 ליטר בנזין,"106,000",1,אוטומטי,אפור מטל,פרטית,1 חודשים,"1,604 ₪"
918,"68,000 ₪",חיפה,יונדאי I25 I25 INSPIRE,2017,1591 ליטר בנזין,"114,000",2,אוטומטי,שנהב לבן,פרטית,6 חודשים,0
919,"99,000 ₪",נתניה,מיצובישי אאוטלנדר OUTLANDER PREMIUM,2016,1998 ליטר בנזין,"110,000",2,אוטומטי,אפור,פרטית,2 חודשים,"1,693 ₪"
920,"415,000 ₪",עפולה,מרצדס GLC 300E 4MATIC COUPE AMG,2021,1991 ליטר חשמל/בנזין,"13,000",1,אוטומטי,שנהב לבן,פרטית,7 חודשים,"4,731 ₪"
921,"37,000 ₪",חיפה,פורד פוקוס FOCUS TREND,2016,1498 ליטר בנזין,"140,000",3,אוטומטי,שחור מטלי,ליסינג,11 חודשים,"1,424 ₪"
922,"79,900 ₪",עפולה,אאודי Q5 Q5 EXECUTIVE,2013,1984 ליטר בנזין,"150,000",4,אוטומטי,אפור,פרטית,0,"2,397 ₪"
923,"163,000 ₪",חיפה,וולבו S90 T5 INSCRIPTION,2017,1969 ליטר בנזין,"110,000",2,אוטומטי,שנהב לבן,פרטית,3 חודשים,"3,357 ₪"
924,"25,000 ₪",נתניה,יונדאי I20 I20 GLI,2010,1396 ליטר בנזין,"165,000",3,אוטומטי,שחור,ליסינג,2 חודשים,"1,074 ₪"
925,"147,000 ₪",פתח תקווה,קיה ספורטז' SPORTAGE URBAN,2022,1999 ליטר בנזין,"7,000",1,אוטומטי,שנהב לבן,פרטית,6 חודשים,"2,130 ₪"
926,"68,000 ₪",לוד,סיאט איביזה IBIZA REFERENCE,2018,999 ליטר בנזין,"120,000",2,אוטומטי,כחול קריסטל,פרטית,1 חודשים,"1,102 ₪"
927,"57,900 ₪",חיפה,שברולט מאליבו MALIBU LT LT,2017,1490 ליטר בנזין,"125,000",2,אוטומטי,אפור כהה,השכרה,0,"2,019 ₪"
928,"101,000 ₪",נתניה,מיצובישי ASX ASX INSTYLE,2019,1998 ליטר בנזין,"120,000",1,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,604 ₪"
929,"91,000 ₪",קרית אתא,מזדה CX-5 CX-5 EXECUTIVE,2015,1998 ליטר בנזין,"80,000",2,אוטומטי,שנהב לבן,פרטית,6 חודשים,"1,693 ₪"
930,"112,900 ₪",ראשון לציון,קיה XCeed XCEED LX,2021,1353 ליטר בנזין,"49,000",1,אוטומטי,כסף,פרטית,1 חודשים,"1,811 ₪"
931,"109,990 ₪",נתניה,סקודה קארוק KAROQ AMBITION,2020,1498 ליטר בנזין,"68,000",2,אוטומטי,שחור מטלי,ליסינג,5 חודשים,"2,130 ₪"
932,"74,900 ₪",חיפה,סובארו פורסטר FORESTER X,2016,1995 ליטר בנזין,"217,000",2,אוטומטי,שנהב לבן,פרטית,0,"1,693 ₪"
933,"50,000 ₪",עפולה,שברולט טרוורס TRAVERSE LT,2012,3564 ליטר בנזין,"220,000",1,אוטומטי,שחור,פרטית,6 חודשים,"1,508 ₪"
934,"35,900 ₪",ראשון לציון,יונדאי I20 I20 INSIGHT,2013,1396 ליטר בנזין,"150,000",2,אוטומטי,שנהב לבן,פרטית,1 חודשים,985 ₪
935,"75,900 ₪",ראשון לציון,קיה פיקנטו PICANTO LX,2021,1248 ליטר בנזין,"36,100",1,אוטומטי,כסוף כהה,פרטית,11 חודשים,"1,235 ₪"
936,"113,900 ₪",ראשון לציון,יונדאי איוניק HYBRID SUPREME,2019,1580 ליטר בנזין,"69,018",1,אוטומטי,שחור,פרטית,0,"1,604 ₪"
937,"19,500 ₪",חולון,סוזוקי אלטו ALTO GLX,2012,996 ליטר בנזין,"107,000",1,ידני,אדום,פרטית,8 חודשים,880 ₪
938,"680,000 ₪",נוף הגליל,ב מ וו X6 M50D M-PERFORMANC,2020,2993 ליטר דיזל,"50,000",1,אוטומטי,שחור מטלי,פרטית,3 חודשים,"4,731 ₪"
939,"111,300 ₪",ראשון לציון,פיאט 500 500 ACTION HB,2022,חשמלי,"4,000",1,אוטומטי,שנהב לבן,פרטית,5 חודשים,"1,529 ₪"
940,"72,000 ₪",מאיפה שנוח לך בארץ,שברולט ספארק SPARK LT PLUS,2019,1399 ליטר בנזין,"76,825",1,אוטומטי,לבן,ליסינג,12 חודשים,"1,102 ₪"
941,"152,000 ₪",רעננה,מרצדס CLA קלאס CLA180 URBAN,2017,1595 ליטר בנזין,"74,000",2,אוטומטי,שנהב לבן,פרטית,4 חודשים,"2,563 ₪"
942,"67,900 ₪",ראשון לציון,סוזוקי סוויפט SWIFT GLX,2018,1242 ליטר בנזין,"35,930",1,אוטומטי,אפור מטל,פרטית,5 חודשים,"1,102 ₪"
943,"81,000 ₪",רעננה,סקודה אוקטביה OCTAVIA AMBITION,2018,999 ליטר בנזין,"91,000",1,אוטומטי,שנהב לבן,ליסינג,6 חודשים,"1,604 ₪"
944,"119,000 ₪",פתח תקווה,סקודה קארוק KAROQ STYLE,2020,1498 ליטר בנזין,"88,000",1,אוטומטי,שנהב לבן,ליסינג,11 חודשים,"2,019 ₪"
945,"115,000 ₪",עפולה,אאודי Q3 Q3 EXECUTIVE,2017,1395 ליטר בנזין,"110,000",4,אוטומטי,לבן,פרטית,0,"2,563 ₪"
946,"149,000 ₪",אשדוד,מזדה CX-5 CX-5 EXECUTIVE,2021,1998 ליטר בנזין,"18,000",2,אוטומטי,שנהב לבן,אחר,4 חודשים,"2,417 ₪"
947,"69,000 ₪",באר טוביה,קיה סיד CEED LX,2019,1353 ליטר בנזין,"140,000",1,אוטומטי,אפור,ליסינג,2 חודשים,"1,604 ₪"
948,"86,000 ₪",ירושלים,סקודה סקאלה SCALA AMBITION,2020,999 ליטר בנזין,"106,000",1,אוטומטי,שנהב לבן,ליסינג,4 חודשים,"1,529 ₪"
949,"70,000 ₪",טמרה,קיה פיקנטו PICANTO LX,2020,1248 ליטר בנזין,"140,000",1,אוטומטי,שנהב לבן,ליסינג,11 חודשים,0
950,"115,000 ₪",ירכא,קיה ספורטז' SPORTAGE URBAN,2017,1999 ליטר בנזין,"100,000",2,אוטומטי,שנהב לבן,פרטית,8 חודשים,"1,835 ₪"
951,"72,900 ₪",פתח תקווה,יונדאי I10 I10 PRIME,2019,1248 ליטר בנזין,"67,000",2,אוטומטי,אפור מטל,פרטית,1 חודשים,"1,102 ₪"
952,"83,000 ₪",נתניה,ניסאן קשקאי QASHQAI TEKNA,2015,1197 ליטר בנזין,"105,000",3,אוטומטי,שחור מטלי,פרטית,8 חודשים,"1,693 ₪"
953,"26,000 ₪",חולון,יונדאי H1 טראק SV,2005,2476 ליטר דיזל,"200,000",2,ידני,שנהב לבן,פרטית,3 חודשים,"1,262 ₪"
954,"970,000 ₪",קרית שמונה,ב מ וו X6 M COMPETITION COMPETITION,2021,4395 ליטר בנזין,"30,000",2,אוטומטי,אפור פלדה,פרטית,0,"4,731 ₪"
955,"59,900 ₪",ראשון לציון,ניסאן קשקאי QASHQAI ACENTA SV,2015,1598 ליטר דיזל,"189,000",2,אוטומטי,קפה מטאלי,פרטית,1 חודשים,"1,693 ₪"
956,"72,900 ₪",חדרה,סיטרואן ברלינגו BERLINGO LIVE,2019,1499 ליטר דיזל,"145,839",1,ידני,לבן,ליסינג,0,"1,811 ₪"
957,"119,000 ₪",בת ים,סיאט לאון LEON FR,2019,1984 ליטר בנזין,"21,000",1,אוטומטי,כסף,פרטית,10 חודשים,"2,019 ₪"
958,"79,900 ₪",ראשון לציון,יונדאי איוניק HYBRID PREMIUM,2017,1580 ליטר בנזין,"145,000",1,אוטומטי,שנהב לבן,פרטית,7 חודשים,"1,604 ₪"
959,"104,998 ₪",עפולה,ג'יפ גראנד צ'ירוקי GRAND CHEROKEE LIMITED,2013,2987 ליטר דיזל,"227,124",2,אוטומטי,שחור,פרטית,0,"2,397 ₪"
960,"75,900 ₪",חיפה,יונדאי I10 I10 SUPREME,2020,1197 ליטר בנזין,"59,000",1,אוטומטי,כסף,פרטית,3 חודשים,"1,235 ₪"
961,"129,900 ₪",נתניה,טויוטה קורולה HSD SDN SENSE,2021,1798 ליטר בנזין,"30,000",2,אוטומטי,תכלת מטאלי,פרטית,3 חודשים,"1,811 ₪"
962,"134,900 ₪",ראשון לציון,MG ZS EV NET-UP S,2021,חשמלי,"29,526",1,אוטומטי,תכלת,פרטית,5 חודשים,"2,130 ₪"
963,"42,900 ₪",חיפה,שברולט טראקס TRAX LT,2015,1796 ליטר בנזין,"61,000",1,אוטומטי,אפור מטל,פרטית,0,"1,424 ₪"
964,"157,140 ₪",נתניה,שברולט טריילבליזר TRAIL BLAZER LS,2023,1341 ליטר בנזין,0,1,אוטומטי,לבן,ליסינג,11 חודשים,0
965,"136,900 ₪",חדרה,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2020,1998 ליטר בנזין,"83,004",1,אוטומטי,אפור,ליסינג,10 חודשים,"2,417 ₪"
966,"73,000 ₪",חיפה,מזדה CX-5 CX5 EXECUTIVE,2014,1998 ליטר בנזין,"151,000",2,אוטומטי,שנהב לבן,ליסינג,1 חודשים,"1,693 ₪"
967,"148,900 ₪",חיפה,פיג'ו 3008 3008 ACTIVE PACK,2021,1499 ליטר דיזל,"61,130",1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"2,417 ₪"
968,"189,000 ₪",שפרעם,בי ווי די ATTO 3 DESIGN,2023,חשמלי,20,1,אוטומטי,אפור כהה,פרטית,11 חודשים,"2,417 ₪"
969,"39,000 ₪",נתניה,פיג'ו 208 208 ACCESS PLUS,2017,1199 ליטר בנזין,"120,000",1,אוטומטי,אדום,השכרה,5 חודשים,"1,102 ₪"
970,"47,500 ₪",תל אביב יפו,ניסאן מיקרה MICRA VISIA,2019,1198 ליטר בנזין,"78,000",1,ידני,שנהב לבן,פרטית,0,"1,102 ₪"
971,"73,999 ₪",חיפה,רנו קנגו KANGOO UTHENTIC 2SD,2019,1461 ליטר דיזל,"128,000",1,אוטומטי,שנהב לבן,פרטית,4 חודשים,0
972,"157,140 ₪",נתניה,שברולט טריילבליזר TRAIL BLAZER LS,2023,1341 ליטר בנזין,0,1,אוטומטי,שחור,ליסינג,11 חודשים,0
973,"67,000 ₪",ירכא,סקודה אוקטביה OCTAVIA AMBITION,2016,1197 ליטר בנזין,"150,000",3,אוטומטי,שנהב לבן,ליסינג,5 חודשים,"1,424 ₪"
974,"122,000 ₪",ירושלים,סיאט ארונה ARONA STYLE,2021,999 ליטר בנזין,"9,000",3,אוטומטי,שחור,פרטית,3 חודשים,"1,529 ₪"
975,"180,000 ₪",מאיפה שנוח לך בארץ,איסוזו D-Max PICK-UP S,2019,1898 ליטר דיזל,"70,491",1,אוטומטי,לבן,ליסינג,4 חודשים,"2,563 ₪"
976,"79,000 ₪",נתניה,ב מ וו סדרה 5 520I BUSINESS,2013,1997 ליטר בנזין,"179,000",2,אוטומטי,שנהב לבן,פרטית,11 חודשים,"1,726 ₪"
977,"99,000 ₪",נתניה,יונדאי סונטה HYBRID LIMITED,2017,1999 ליטר בנזין,"165,000",3,אוטומטי,לבן,ליסינג,0,"2,019 ₪"
978,"78,900 ₪",חיפה,קיה פיקנטו PICANTO EX,2019,1248 ליטר בנזין,"30,733",1,אוטומטי,לבן,פרטית,5 חודשים,"1,102 ₪"
979,"320,000 ₪",נוף הגליל,מרצדס E קלאס E300E AMG,2020,1991 ליטר חשמל/בנזין,"40,000",1,אוטומטי,שנהב לבן,פרטית,4 חודשים,"4,731 ₪"
980,"103,900 ₪",פתח תקווה,קיה נירו NIRO EX,2017,1580 ליטר בנזין,"84,700",1,אוטומטי,אפור,פרטית,6 חודשים,0
981,"49,900 ₪",ראשון לציון,סובארו אימפרזה IMPREZA 1.6 PREMIUM,2017,1600 ליטר בנזין,"134,000",2,אוטומטי,שנהב לבן,ליסינג,5 חודשים,"1,604 ₪"
982,"126,900 ₪",פתח תקווה,פיג'ו 3008 3008 PREMIUM,2019,1598 ליטר בנזין,"90,477",1,אוטומטי,שנהב לבן,פרטית,1 חודשים,"2,019 ₪"
983,"125,000 ₪",נתניה,פולקסווגן טיגואן TIGUAN COMFORTLINE,2017,1984 ליטר בנזין,"110,000",1,אוטומטי,שנהב לבן,פרטית,8 חודשים,"2,563 ₪"
984,"109,900 ₪",חיפה,MG ZS EV NET-S,2020,חשמלי,"47,291",1,אוטומטי,שנהב לבן,אחר,11 חודשים,"1,604 ₪"
985,"115,000 ₪",טמרה,איסוזו D-Max PICK-UP S,2018,1898 ליטר דיזל,"240,000",1,ידני,שנהב לבן,אחר,0,"2,019 ₪"
986,"35,800 ₪",קרית שמונה,סקודה סופרב SUPERB ELEGANCE,2011,1798 ליטר בנזין,"247,000",5,אוטומטי,פלטינה,ליסינג,3 חודשים,"1,427 ₪"
987,"146,900 ₪",פתח תקווה,קיה סלטוס SELTOS EX,2022,1999 ליטר בנזין,"9,952",1,אוטומטי,שנהב לבן,פרטית,12 חודשים,"1,811 ₪"
988,"67,500 ₪",רעננה,מיצובישי אטראז ATTRAGE INSTYLE,2019,1193 ליטר בנזין,"42,000",1,אוטומטי,שנהב לבן,ליסינג,8 חודשים,"1,102 ₪"
989,"125,900 ₪",חיפה,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,"32,335",1,אוטומטי,כסף,פרטית,0,"1,835 ₪"
990,"99,900 ₪",ראשון לציון,טויוטה קורולה HSD SDN SUN,2019,1798 ליטר בנזין,"110,190",1,אוטומטי,לבן,ליסינג,0,"1,811 ₪"
991,"33,000 ₪",נתניה,ניסאן מיקרה MICRA VISIA,2017,1198 ליטר בנזין,"115,000",2,ידני,שחור מטלי,פרטית,1 חודשים,"1,102 ₪"
992,"95,000 ₪",נוף הגליל,סוזוקי ויטארה VITARA GLX,2019,998 ליטר בנזין,"130,000",1,אוטומטי,שנהב לבן,פרטית,8 חודשים,"1,604 ₪"
993,"96,500 ₪",נתניה,סובארו XV XV 1.6 PREMIUM,2018,1600 ליטר בנזין,"143,000",3,אוטומטי,שנהב לבן,ליסינג,0,"1,604 ₪"
994,"123,000 ₪",ראשון לציון,פורד אדג' SEL SEL,2018,1999 ליטר בנזין,"120,000",1,אוטומטי,כסף מטלי,פרטית,0,"2,563 ₪"
