,links
46,https://carwiz.co.il/used-cars/048defb3-809c-45a5-bdd3-3d2d49ef233a/2016-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%90%D7%95%D7%A7%D7%98%D7%91%D7%99%D7%94
47,https://carwiz.co.il/used-cars/e9e15aef-29a8-4e1a-bb75-9f39cf88744f/2021-%D7%A1%D7%99%D7%98%D7%A8%D7%95%D7%90%D7%9F-C3
48,https://carwiz.co.il/used-cars/65cd64e3-6a2f-4eff-9ae7-7919ccdc7c10/2018-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%98%D7%A8%D7%95%D7%95%D7%A8%D7%A1
49,https://carwiz.co.il/used-cars/92eb5a3c-2e80-444f-bf97-8f5b48f3730d/2013-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
50,https://carwiz.co.il/used-cars/00335a01-f46f-44d3-a819-b2db2d447dcc/2020-MG-ZS
51,https://carwiz.co.il/used-cars/f25fa692-8832-4740-9b7a-50bf1be520e2/2016-%D7%90%D7%95%D7%A4%D7%9C-%D7%90%D7%A1%D7%98%D7%A8%D7%94
52,https://carwiz.co.il/used-cars/6dfb5658-e825-4dfa-a816-b1764c664e97/2017-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-X-TRAIL
53,https://carwiz.co.il/used-cars/a18b9855-6d6d-4dd0-b20a-af11870ba987/2021-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%A7%D7%9E%D7%90%D7%A8%D7%95
54,https://carwiz.co.il/used-cars/145c229f-3309-46da-99b3-4d2cf468002a/2018-%D7%A1%D7%95%D7%96%D7%95%D7%A7%D7%99-%D7%A1%D7%95%D7%95%D7%99%D7%A4%D7%98
55,https://carwiz.co.il/used-cars/67a6ab9d-5ca3-453d-86c1-052965fb059e/2016-%D7%A8%D7%A0%D7%95-%D7%A7%D7%9C%D7%99%D7%90%D7%95
56,https://carwiz.co.il/used-cars/f8b30e7f-ec12-4ff5-8c5f-4155caf70ae3/2020-%D7%A4%D7%95%D7%A8%D7%93-%D7%A7%D7%95%D7%92%D7%94
57,https://carwiz.co.il/used-cars/fe4709a5-c956-42ca-9071-61054369cfa0/2019-%D7%A7%D7%99%D7%94-%D7%A4%D7%99%D7%A7%D7%A0%D7%98%D7%95
58,https://carwiz.co.il/used-cars/9365422f-9e96-4935-aafb-ccb19e3cc508/2015-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I30
59,https://carwiz.co.il/used-cars/b89004d1-328e-4885-b9fb-0a5641df332b/2022-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%95%D7%A0%D7%99%D7%95
60,https://carwiz.co.il/used-cars/19de4072-bdb3-4d16-a9db-b7c529fb78f0/2011-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-%D7%A7%D7%A9%D7%A7%D7%90%D7%99
61,https://carwiz.co.il/used-cars/f5f77012-21a0-4af0-9df4-d0155a190903/2017-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%A1%D7%95%D7%A4%D7%A8%D7%91
62,https://carwiz.co.il/used-cars/3a8dbccb-af71-44c9-99c6-3c5d4147913d/2021-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-GLA-%D7%A7%D7%9C%D7%90%D7%A1
63,https://carwiz.co.il/used-cars/f06bcc97-6334-4314-8be6-bcd3f1747a43/2017-%D7%A4%D7%99%D7%92'%D7%95-208
64,https://carwiz.co.il/used-cars/9bf1933a-8939-4d90-9da3-4181b933fdac/2017-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%A1%D7%A4%D7%90%D7%A8%D7%A7
65,https://carwiz.co.il/used-cars/7d7d5964-055f-49d0-9568-11ff8ef4bfe0/2020-%D7%93%D7%90%D7%A6%D7%99%D7%94-%D7%A1%D7%A0%D7%93%D7%A8%D7%95
66,https://carwiz.co.il/used-cars/ef8ad675-18e6-4a48-934e-3f6423dd5709/2021-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%A1%D7%A4%D7%99%D7%99%D7%A1-%D7%A1%D7%98%D7%90%D7%A8
67,https://carwiz.co.il/used-cars/8ac85f66-d9da-4d87-9c59-154b2815851b/2015-%D7%A7%D7%99%D7%94-%D7%A1%D7%A4%D7%95%D7%A8%D7%98%D7%96'
68,https://carwiz.co.il/used-cars/277eae5e-e335-4c80-974e-2c8391392ac4/2018-%D7%A7%D7%99%D7%94-%D7%A1%D7%A4%D7%95%D7%A8%D7%98%D7%96'
69,https://carwiz.co.il/used-cars/60fd86d1-79a7-413c-8f4e-5a8fd4399abd/2016-%D7%90%D7%90%D7%95%D7%93%D7%99-Q7
70,https://carwiz.co.il/used-cars/c91cf21c-9494-4332-ba84-79b37579dcd5/2014-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I10
71,https://carwiz.co.il/used-cars/f57ced03-6487-41ae-b285-3c3377df7a97/2018-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%A7%D7%A8%D7%95%D7%96
72,https://carwiz.co.il/used-cars/4db85325-9869-492c-a131-67bda94d6ce7/2019-%D7%9E%D7%99%D7%A0%D7%99-%D7%A7%D7%95%D7%A4%D7%A8
73,https://carwiz.co.il/used-cars/9c2fec3b-7a4f-428e-b691-04aec32047ab/2022-%D7%A1%D7%95%D7%91%D7%90%D7%A8%D7%95-%D7%A4%D7%95%D7%A8%D7%A1%D7%98%D7%A8
74,https://carwiz.co.il/used-cars/8470e5c1-6b76-4048-ad78-9b2e2b401d82/2017-%D7%A1%D7%99%D7%98%D7%A8%D7%95%D7%90%D7%9F-%D7%91%D7%A8%D7%9C%D7%99%D7%A0%D7%92%D7%95
75,https://carwiz.co.il/used-cars/9142199c-66ae-4a06-a1d9-fc71951311ae/2017-%D7%A8%D7%A0%D7%95-%D7%A7%D7%9C%D7%99%D7%90%D7%95
76,https://carwiz.co.il/used-cars/ddbb44a4-2052-4c60-8f30-0c35cf3961d2/2019-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%A7%D7%95%D7%A8%D7%95%D7%9C%D7%94
77,https://carwiz.co.il/used-cars/e799a673-6e51-4481-8d62-809eb2045d5c/2019-%D7%A1%D7%99%D7%90%D7%98-%D7%90%D7%99%D7%91%D7%99%D7%96%D7%94
78,https://carwiz.co.il/used-cars/2c8e7284-cd0a-48c9-8e56-70436a31195c/2018-%D7%A7%D7%99%D7%94-%D7%A1%D7%A4%D7%95%D7%A8%D7%98%D7%96'
79,https://carwiz.co.il/used-cars/c4d0df5c-39c9-42e1-b6ce-eb1899946ea8/2022-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-EQC
80,https://carwiz.co.il/used-cars/2c1e375d-b3ec-47b0-80d5-8640dbfbb935/2017-%D7%A4%D7%99%D7%90%D7%98-%D7%98%D7%99%D7%A4%D7%95
81,https://carwiz.co.il/used-cars/c6bb4e67-8df5-4044-8023-51068913a9bb/2019-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%98%D7%95%D7%A1%D7%95%D7%9F
82,https://carwiz.co.il/used-cars/301cc1fb-20a9-4c85-a0fc-cd6f6469a979/2020-%D7%A1%D7%95%D7%96%D7%95%D7%A7%D7%99-%D7%A1%D7%95%D7%95%D7%99%D7%A4%D7%98
83,https://carwiz.co.il/used-cars/968641f9-01ad-4c3e-8ff1-7f1218511b1f/2017-%D7%A1%D7%99%D7%98%D7%A8%D7%95%D7%90%D7%9F-%D7%92'%D7%9E%D7%A4%D7%99
84,https://carwiz.co.il/used-cars/0efa2374-d5b4-4bcc-842e-281506805e6c/2022-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%A7%D7%95%D7%93%D7%99%D7%90%D7%A7
85,https://carwiz.co.il/used-cars/518e8604-e243-4276-abf2-c5206d8e1c70/2022-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I20
86,https://carwiz.co.il/used-cars/91a4fdae-42d8-430c-ad2f-afee39b76819/2021-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%98%D7%95%D7%A1%D7%95%D7%9F
87,https://carwiz.co.il/used-cars/49189703-04e2-40db-95fd-79d943615603/2019-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%A1%D7%95%D7%A4%D7%A8%D7%91
88,https://carwiz.co.il/used-cars/cd723387-d99b-421a-8f6c-c904d1f614b5/2018-%D7%A4%D7%99%D7%92'%D7%95-3008
89,https://carwiz.co.il/used-cars/47199ab9-7212-4131-a41d-724ccefec4c6/2016-%D7%A1%D7%99%D7%98%D7%A8%D7%95%D7%90%D7%9F-%D7%91%D7%A8%D7%9C%D7%99%D7%A0%D7%92%D7%95
90,https://carwiz.co.il/used-cars/696ff22f-48a0-4a6d-9e63-0eb9266cff27/2009-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I10
91,https://carwiz.co.il/used-cars/8346dd7f-b5e2-4cda-bf40-ab9506883bdf/2016-%D7%A7%D7%99%D7%94-%D7%A1%D7%A4%D7%95%D7%A8%D7%98%D7%96'
92,https://carwiz.co.il/used-cars/35affc98-f387-4b9e-a757-f8150fb172ab/2017-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-CLA-%D7%A7%D7%9C%D7%90%D7%A1
93,https://carwiz.co.il/used-cars/8282917a-3bd0-41ff-8006-fef3d0b47a75/2020-%D7%90%D7%95%D7%A4%D7%9C-%D7%A7%D7%A8%D7%95%D7%A1%D7%9C%D7%A0%D7%93-X
94,https://carwiz.co.il/used-cars/e0b471fd-53ba-4a63-9bcf-49bc45f4504a/2018-%D7%9E%D7%96%D7%93%D7%94-CX-5
95,https://carwiz.co.il/used-cars/d76a4873-7cb9-4fa8-a513-7726c682a8d7/2015-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
96,https://carwiz.co.il/used-cars/0101b494-0dc1-4091-a1d3-c2aadc03967a/2016-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-%D7%90%D7%9C%D7%9E%D7%A8%D7%94
97,https://carwiz.co.il/used-cars/3540cc6f-7c80-4739-9082-273c17420ab9/2020-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-%D7%A1%D7%A0%D7%98%D7%A8%D7%94
98,https://carwiz.co.il/used-cars/faf5f7e4-e358-468c-8372-4f7d4d9df8fb/2015-%D7%94%D7%95%D7%A0%D7%93%D7%94-%D7%92'%D7%90%D7%96
99,https://carwiz.co.il/used-cars/193903cd-497e-4ea1-b79c-cf69c846a606/2021-%D7%A4%D7%95%D7%9C%D7%A7%D7%A1%D7%95%D7%95%D7%92%D7%9F-%D7%92%D7%95%D7%9C%D7%A3
100,https://carwiz.co.il/used-cars/05ec264a-8be0-4b52-8952-c66cdfa96fe4/2021-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%A7%D7%95%D7%A0%D7%94
101,https://carwiz.co.il/used-cars/fbebe24b-8915-4e8b-aab9-c77e12000149/2016-%D7%9E%D7%96%D7%93%D7%94-CX-5
102,https://carwiz.co.il/used-cars/a8698468-0b4a-4172-9ea5-db4fa81f0653/2015-%D7%A1%D7%95%D7%91%D7%90%D7%A8%D7%95-%D7%A4%D7%95%D7%A8%D7%A1%D7%98%D7%A8
103,https://carwiz.co.il/used-cars/29ddbec1-1eff-4261-9902-7d5a610d2d23/2018-%D7%A4%D7%99%D7%90%D7%98-%D7%93%D7%95%D7%91%D7%9C%D7%95
104,https://carwiz.co.il/used-cars/96c78e84-967d-4723-b036-8aa5a296211d/2016-%D7%A1%D7%95%D7%96%D7%95%D7%A7%D7%99-%D7%95%D7%99%D7%98%D7%90%D7%A8%D7%94
105,https://carwiz.co.il/used-cars/6ed3564e-98c0-42cf-8128-4932ebdfa965/2019-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%A7%D7%9C%D7%99%D7%A4%D7%A1-%D7%A7%D7%A8%D7%95%D7%A1
106,https://carwiz.co.il/used-cars/5466adf7-b79f-468c-866d-902e363aa64e/2019-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%A7%D7%95%D7%A8%D7%95%D7%9C%D7%94
107,https://carwiz.co.il/used-cars/fca2ebff-24f1-41ba-90d9-ac941ed6a508/2016-%D7%A1%D7%95%D7%91%D7%90%D7%A8%D7%95-%D7%A4%D7%95%D7%A8%D7%A1%D7%98%D7%A8
108,https://carwiz.co.il/used-cars/9c5e8c83-7b40-43b3-902b-0de0825e9c2a/2011-%D7%94%D7%95%D7%A0%D7%93%D7%94-%D7%A1%D7%99%D7%95%D7%95%D7%99%D7%A7
109,https://carwiz.co.il/used-cars/371bd447-649c-4253-8954-0a3ae54fc8e6/2019-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I20
110,https://carwiz.co.il/used-cars/85ba2907-3ef5-4f51-ab52-68d8525e712d/2021-%D7%91-%D7%9E-%D7%95%D7%95-X1
111,https://carwiz.co.il/used-cars/50ca5a39-1595-4dd8-8ced-e7f3cf641420/2018-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%A1%D7%A4%D7%90%D7%A8%D7%A7
112,https://carwiz.co.il/used-cars/7e65787e-b492-4e36-b985-081bb9368691/2013-%D7%90%D7%95%D7%A4%D7%9C-%D7%90%D7%A1%D7%98%D7%A8%D7%94
113,https://carwiz.co.il/used-cars/5a97160e-d66e-44fb-823e-08d2f1a6f8bc/2019-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-%D7%9E%D7%99%D7%A7%D7%A8%D7%94
114,https://carwiz.co.il/used-cars/66f3d571-3ac0-44f6-8650-e12e1a53de5b/2016-%D7%93%D7%90%D7%A6%D7%99%D7%94-%D7%A1%D7%A0%D7%93%D7%A8%D7%95
115,https://carwiz.co.il/used-cars/8d9aca1e-66a1-4f8f-951a-352e91bb0d47/2017-%D7%9E%D7%96%D7%93%D7%94-CX-5
116,https://carwiz.co.il/used-cars/92ee666b-4601-4fe6-99d6-47d24defa2aa/2015-%D7%A1%D7%99%D7%90%D7%98-%D7%9C%D7%90%D7%95%D7%9F
117,https://carwiz.co.il/used-cars/bdc907bc-5223-46c8-b617-22f25d57037d/2019-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%90%D7%99%D7%95%D7%A0%D7%99%D7%A7
118,https://carwiz.co.il/used-cars/5811ef7d-daff-4845-9d2d-babbe51376bd/2014-%D7%A1%D7%99%D7%90%D7%98-%D7%9C%D7%90%D7%95%D7%9F
119,https://carwiz.co.il/used-cars/930eed42-8f07-432d-93aa-650f2fb0c4ae/2019-%D7%9E%D7%96%D7%93%D7%94-3
120,https://carwiz.co.il/used-cars/45124221-1047-41d1-9cf1-3998638d1037/2017-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-X-TRAIL
121,https://carwiz.co.il/used-cars/a02b2260-61e5-4298-82fb-6fca9c7c47dd/2022-%D7%92'%D7%99%D7%A4-%D7%A8%D7%A0%D7%92%D7%9C%D7%A8
122,https://carwiz.co.il/used-cars/d3879ec3-ed8a-477c-bf52-8535dec39fef/2021-%D7%A1%D7%95%D7%91%D7%90%D7%A8%D7%95-XV
123,https://carwiz.co.il/used-cars/5c821ff5-9c46-470c-9126-b9a69eb7d383/2021-%D7%9E%D7%96%D7%93%D7%94-3
124,https://carwiz.co.il/used-cars/84ffea50-96e9-4301-80b5-f841d530b358/2019-%D7%A8%D7%A0%D7%95-%D7%9E%D7%92%D7%90%D7%9F
125,https://carwiz.co.il/used-cars/8d78f890-ec8c-4e4d-a21d-950b7e4c27b6/2019-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-%D7%A7%D7%A9%D7%A7%D7%90%D7%99
126,https://carwiz.co.il/used-cars/1b2d9dac-084e-4cea-a011-52d5d9af3e22/2020-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
127,https://carwiz.co.il/used-cars/3fa63829-5b49-4b06-abc3-f7985c2d7fd8/2022-%D7%A1%D7%99%D7%90%D7%98-%D7%9C%D7%90%D7%95%D7%9F
128,https://carwiz.co.il/used-cars/83836573-2746-4314-b828-22b7298d6eae/2019-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-C-%D7%A7%D7%9C%D7%90%D7%A1
129,https://carwiz.co.il/used-cars/38f80055-3a21-42ce-aa9b-6325d81297a9/2019-%D7%A7%D7%99%D7%94-%D7%A1%D7%A4%D7%95%D7%A8%D7%98%D7%96'
130,https://carwiz.co.il/used-cars/5c5ce91c-2689-4f6f-9e5b-dabc2727f310/2016-%D7%A8%D7%A0%D7%95-%D7%A7%D7%90%D7%93%D7%92'%D7%A8
131,https://carwiz.co.il/used-cars/e3676cc1-e34f-4705-808a-71b42e8f0729/2017-%D7%9E%D7%96%D7%93%D7%94-3
132,https://carwiz.co.il/used-cars/fda81e78-3fa2-439a-8ff1-33e26f2b7119/2019-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%98%D7%95%D7%A1%D7%95%D7%9F
133,https://carwiz.co.il/used-cars/c0534ed4-d1cd-4c30-adee-bfde84939444/2019-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%90%D7%95%D7%A7%D7%98%D7%91%D7%99%D7%94
134,https://carwiz.co.il/used-cars/301ede54-4d70-4549-ac10-43ad1b235249/2017-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
135,https://carwiz.co.il/used-cars/eb0c7dcb-127a-41d6-a5c5-d4f866ad416f/2022-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-C-%D7%A7%D7%9C%D7%90%D7%A1
136,https://carwiz.co.il/used-cars/c5f21df9-16f4-46c4-aa8d-fa61a4a1a98c/2021-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-GLC
137,https://carwiz.co.il/used-cars/de7f0ee1-37f2-4bfe-8f6c-79aae4254029/2022-%D7%91-%D7%9E-%D7%95%D7%95-%D7%A1%D7%93%D7%A8%D7%94-5
