,links
1936,https://carwiz.co.il/used-cars/c950ad62-4208-4a72-8031-f8431dd6bd76/2017-%D7%90%D7%95%D7%A4%D7%9C-%D7%90%D7%A1%D7%98%D7%A8%D7%94-%D7%91%D7%A8%D7%9C%D7%99%D7%A0%D7%94
1937,https://carwiz.co.il/used-cars/2dc88cdb-8afe-415b-b954-e3651da269b7/2013-%D7%92'%D7%99%D7%A4-%D7%92%D7%A8%D7%90%D7%A0%D7%93-%D7%A6'%D7%99%D7%A8%D7%95%D7%A7%D7%99
1938,https://carwiz.co.il/used-cars/f49498db-f844-496d-80be-b1d0cd0b0bd2/2019-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%90%D7%99%D7%95%D7%A0%D7%99%D7%A7
1939,https://carwiz.co.il/used-cars/8fef2c36-42ec-4390-84f2-ecdac2323856/2022-%D7%A4%D7%95%D7%A8%D7%A9%D7%94-%D7%9E%D7%A7%D7%90%D7%9F
1940,https://carwiz.co.il/used-cars/9178bb82-e9b0-4f37-ada3-84fa5b8a26a3/2016-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%A1%D7%95%D7%A0%D7%98%D7%94
1941,https://carwiz.co.il/used-cars/192eaf31-1ead-446b-9688-3f78ced51c51/2023-%D7%A7%D7%95%D7%A4%D7%A8%D7%94-%D7%A4%D7%95%D7%A8%D7%9E%D7%A0%D7%98%D7%95%D7%A8
1942,https://carwiz.co.il/used-cars/3bd9943d-2458-4763-8923-28d25ef0d3a8/2017-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-C-HR
1943,https://carwiz.co.il/used-cars/1c0fcffc-4f82-48d8-b399-8974e34461b5/2023-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%98%D7%95%D7%A1%D7%95%D7%9F
1944,https://carwiz.co.il/used-cars/700d4bfd-727c-4538-8776-89866001ec13/2013-%D7%A7%D7%99%D7%94-%D7%A4%D7%99%D7%A7%D7%A0%D7%98%D7%95
1945,https://carwiz.co.il/used-cars/f9995570-ba01-4c02-9dcd-61b8721c4115/2013-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I20
1946,https://carwiz.co.il/used-cars/c76f0485-9940-442a-9279-b34ea405bd44/2018-%D7%A7%D7%99%D7%94-%D7%A4%D7%99%D7%A7%D7%A0%D7%98%D7%95
1947,https://carwiz.co.il/used-cars/8c0d2850-e35f-4c2d-9d97-51cd05e81714/2021-%D7%91-%D7%9E-%D7%95%D7%95-%D7%A1%D7%93%D7%A8%D7%94-5
1948,https://carwiz.co.il/used-cars/a65bc547-af3c-4104-bc02-9b63c1fa0de3/2022-%D7%90%D7%99%D7%A1%D7%95%D7%96%D7%95-D-Max
1949,https://carwiz.co.il/used-cars/4fa56d19-8cde-4b1f-90d8-50cf5c0af2ec/2017-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%90%D7%99%D7%95%D7%A0%D7%99%D7%A7
1950,https://carwiz.co.il/used-cars/06e95a92-6163-4f3c-beaa-f968c1b53ea6/2019-%D7%A1%D7%95%D7%96%D7%95%D7%A7%D7%99-%D7%95%D7%99%D7%98%D7%90%D7%A8%D7%94
1951,https://carwiz.co.il/used-cars/77162f38-56ba-4057-b0ad-e3e6c1f600af/2016-%D7%A1%D7%95%D7%96%D7%95%D7%A7%D7%99-%D7%95%D7%99%D7%98%D7%90%D7%A8%D7%94
1952,https://carwiz.co.il/used-cars/417eba76-fc6a-4014-b099-64b19542b3d3/2016-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I10
1953,https://carwiz.co.il/used-cars/e51bbc0f-d161-43d1-89a1-902306330bf6/2020-%D7%9C%D7%A0%D7%93-%D7%A8%D7%95%D7%91%D7%A8-%D7%A8%D7%99%D7%A0%D7%92'-%D7%A8%D7%95%D7%91%D7%A8-%D7%A1%D7%A4%D7%95%D7%A8%D7%98
1954,https://carwiz.co.il/used-cars/edd9ee68-d1a0-4c87-a0e7-0a81b8285cea/2011-%D7%90%D7%99%D7%A1%D7%95%D7%96%D7%95-D-Max
1955,https://carwiz.co.il/used-cars/37d650d3-b45d-4e51-8082-e2fc39557c12/2011-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%99%D7%98%D7%99
1956,https://carwiz.co.il/used-cars/f4af4f02-69cf-4bca-9efb-5f34524288e6/2017-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%98%D7%95%D7%A1%D7%95%D7%9F
1957,https://carwiz.co.il/used-cars/1f376509-3b5b-4731-b389-d6fc3c013600/2019-%D7%A7%D7%99%D7%94-%D7%A1%D7%A4%D7%95%D7%A8%D7%98%D7%96'
1958,https://carwiz.co.il/used-cars/5bba47c5-1256-4d4f-8d71-54b62cf0d763/2016-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%A1%D7%95%D7%A0%D7%98%D7%94
1959,https://carwiz.co.il/used-cars/66a2c70a-f50d-46a3-929a-5134ec11e0d0/2019-%D7%A7%D7%99%D7%94-%D7%A1%D7%A4%D7%95%D7%A8%D7%98%D7%96'
1960,https://carwiz.co.il/used-cars/a992b544-ada1-4c15-90e0-821f954ee42a/2019-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I10
1961,https://carwiz.co.il/used-cars/5321ba02-530a-40a4-8cc8-9330ebd558ad/2020-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%A7%D7%95%D7%A8%D7%95%D7%9C%D7%94
1962,https://carwiz.co.il/used-cars/ee844363-4d7c-4e21-aea6-8c70307104eb/2020-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%90%D7%95%D7%A7%D7%98%D7%91%D7%99%D7%94
1963,https://carwiz.co.il/used-cars/da65409e-92e1-426c-a94c-fc82b71693a7/2020-%D7%A7%D7%99%D7%94-%D7%A1%D7%A4%D7%95%D7%A8%D7%98%D7%96'
1964,https://carwiz.co.il/used-cars/6b580f80-7e4f-45a8-aabc-8457bec7cc8a/2019-%D7%A7%D7%99%D7%94-%D7%A1%D7%A4%D7%95%D7%A8%D7%98%D7%96'
1965,https://carwiz.co.il/used-cars/9707adc1-65c4-4aa8-bd1f-e9bc37b22e19/2019-%D7%A1%D7%95%D7%96%D7%95%D7%A7%D7%99-%D7%95%D7%99%D7%98%D7%90%D7%A8%D7%94
1966,https://carwiz.co.il/used-cars/feca4962-4b8b-421e-9a8c-859fd6f88d12/2016-%D7%A7%D7%99%D7%94-%D7%A1%D7%95%D7%A8%D7%A0%D7%98%D7%95
1967,https://carwiz.co.il/used-cars/adaaa0cf-1f47-469d-9fa3-cf45ab4f0cae/2022-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-GLE
1968,https://carwiz.co.il/used-cars/37fed64e-9aaa-486a-b5dc-f96e74816ef4/2018-%D7%A1%D7%99%D7%90%D7%98-%D7%90%D7%99%D7%91%D7%99%D7%96%D7%94
1969,https://carwiz.co.il/used-cars/288b4c50-c5b2-4af9-92f6-98fa164fcbf2/2016-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
1970,https://carwiz.co.il/used-cars/be189f8e-be73-4827-a4a7-324f1febc642/2014-%D7%A4%D7%95%D7%A8%D7%93-%D7%A4%D7%95%D7%A7%D7%95%D7%A1
1971,https://carwiz.co.il/used-cars/d5b64018-13e6-4e5a-8957-6fa103a37a6d/2017-%D7%9E%D7%96%D7%93%D7%94-3
1972,https://carwiz.co.il/used-cars/847ee16c-8ca6-4ced-a01a-08eb5c36d155/2019-%D7%9E%D7%96%D7%93%D7%94-3
1973,https://carwiz.co.il/used-cars/34de1ef9-e7ec-46d1-91a8-925a51c80638/2021-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%A7%D7%95%D7%A0%D7%94
1974,https://carwiz.co.il/used-cars/8def5077-0842-4f45-815f-008f33b9cf51/2019-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%A7%D7%95%D7%93%D7%99%D7%90%D7%A7
1975,https://carwiz.co.il/used-cars/d376b039-3a86-4cd1-bd1e-b90ca0db6781/2009-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%98%D7%A8%D7%95%D7%95%D7%A8%D7%A1
1976,https://carwiz.co.il/used-cars/072b7f18-10af-46fd-b8c6-ef98a0e06d99/2022-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%A1%D7%95%D7%A4%D7%A8%D7%91
1977,https://carwiz.co.il/used-cars/73d85704-c727-4823-b83e-7ad308de995d/2017-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-C-%D7%A7%D7%9C%D7%90%D7%A1
1978,https://carwiz.co.il/used-cars/1e8653a1-4643-479f-9873-3544e7f737b1/2018-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%A7%D7%95%D7%93%D7%99%D7%90%D7%A7
1979,https://carwiz.co.il/used-cars/9741b736-3b65-42e0-ad4e-6df4d3188e8c/2020-%D7%A8%D7%A0%D7%95-%D7%9E%D7%92%D7%90%D7%9F
1980,https://carwiz.co.il/used-cars/3cb39de0-0e19-4bde-ab40-21694fb50dc5/2020-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-%D7%92'%D7%95%D7%A7
1981,https://carwiz.co.il/used-cars/f660a5e6-696f-4a58-9611-ca7d63b12bcc/2016-%D7%91-%D7%9E-%D7%95%D7%95-%D7%A1%D7%93%D7%A8%D7%94-7
1982,https://carwiz.co.il/used-cars/74362427-c26b-4f51-aed7-904e03d693e5/2019-%D7%A1%D7%99%D7%90%D7%98-%D7%90%D7%A8%D7%95%D7%A0%D7%94
1983,https://carwiz.co.il/used-cars/b59ef251-b1f0-490a-9f4f-c10a5e1508e1/2017-%D7%91-%D7%9E-%D7%95%D7%95-%D7%A1%D7%93%D7%A8%D7%94-5
1984,https://carwiz.co.il/used-cars/f43ee5a8-45db-4f44-938d-5b4e9f58feed/2020-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%90%D7%95%D7%A7%D7%98%D7%91%D7%99%D7%94
1985,https://carwiz.co.il/used-cars/1885bde0-b731-4ccf-bcd6-6f7dddd17069/2017-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%A1%D7%A4%D7%90%D7%A8%D7%A7
1986,https://carwiz.co.il/used-cars/73ea7ec8-308a-4a47-96fd-d24da0cbb950/2015-%D7%90%D7%90%D7%95%D7%93%D7%99-Q3
1987,https://carwiz.co.il/used-cars/71eccc79-4e33-4d21-aff3-3be3e121a48b/2008-%D7%9E%D7%96%D7%93%D7%94-5
1988,https://carwiz.co.il/used-cars/7d033028-88ce-4198-8b65-2092a6e06e03/2022-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-GV60
1989,https://carwiz.co.il/used-cars/307e3ba3-6909-454b-b1dd-b096d40ebe6d/2021-%D7%A4%D7%99%D7%92'%D7%95-3008
1990,https://carwiz.co.il/used-cars/2ec73640-fc7c-4cb3-9bc9-8818e2a87f65/2016-%D7%A1%D7%99%D7%90%D7%98-%D7%90%D7%99%D7%91%D7%99%D7%96%D7%94
1991,https://carwiz.co.il/used-cars/e96f9777-9874-4db5-8e17-45585a8394a6/2023-SERES-E3
1992,https://carwiz.co.il/used-cars/d9f09394-0576-4722-bb5d-ad8dcc32d677/2017-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%90%D7%95%D7%A7%D7%98%D7%91%D7%99%D7%94
1993,https://carwiz.co.il/used-cars/b9b6ff1e-68f2-4daa-b496-f73c8e77c59c/2018-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-X-TRAIL
1994,https://carwiz.co.il/used-cars/df6742f9-e80b-45c5-a98d-fb045d0f4942/2014-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%A1%D7%A0%D7%98%D7%94-%D7%A4%D7%94
1995,https://carwiz.co.il/used-cars/34264825-99c8-4757-9837-39825facebed/2019-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%A7%D7%95%D7%A8%D7%95%D7%9C%D7%94
1996,https://carwiz.co.il/used-cars/d1b69cde-b871-4153-873e-6bd416a31fc9/2019-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%A7%D7%90%D7%A8%D7%95%D7%A7
1997,https://carwiz.co.il/used-cars/153d32dd-9530-4d52-a528-78dfaf4d4e8d/2017-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%98%D7%95%D7%A1%D7%95%D7%9F
1998,https://carwiz.co.il/used-cars/17c38d42-1448-4ba0-b2f9-4c3e8dc663d2/2014-%D7%94%D7%95%D7%A0%D7%93%D7%94-%D7%90%D7%A7%D7%95%D7%A8%D7%93
1999,https://carwiz.co.il/used-cars/60a75c00-1bef-4335-aab0-90330810a689/2019-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-C-HR
2000,https://carwiz.co.il/used-cars/6bc306d8-fbaf-4551-a21c-05d2d4ef7f49/2015-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%90%D7%95%D7%A7%D7%98%D7%91%D7%99%D7%94
2001,https://carwiz.co.il/used-cars/0235d942-a703-4471-a1af-82befcd86945/2016-%D7%90%D7%90%D7%95%D7%93%D7%99-Q3
2002,https://carwiz.co.il/used-cars/3c93ee80-8e3a-419d-9ca4-726a4485d68f/2023-%D7%9E%D7%96%D7%93%D7%94-6
2003,https://carwiz.co.il/used-cars/bf936d47-1223-4221-bb81-f72a9ec2f1d6/2019-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-%D7%A7%D7%A9%D7%A7%D7%90%D7%99
2004,https://carwiz.co.il/used-cars/e12582a1-ac9b-4c20-9ee6-aa2f00cc30a2/2016-%D7%A1%D7%95%D7%91%D7%90%D7%A8%D7%95-XV
2005,https://carwiz.co.il/used-cars/e620f865-32f5-446a-b292-7ddd93e4db0e/2021-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-C-%D7%A7%D7%9C%D7%90%D7%A1
2006,https://carwiz.co.il/used-cars/481d617a-fa6c-46b3-a1e3-3a4db84821c4/2022-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%99%D7%90%D7%A8%D7%99%D7%A1
2007,https://carwiz.co.il/used-cars/0fd6eb94-003b-40c5-803e-4aec898d9898/2014-%D7%A1%D7%99%D7%98%D7%A8%D7%95%D7%90%D7%9F-C1
2008,https://carwiz.co.il/used-cars/35244df7-5e8b-4820-a991-e051ec94dbe8/2017-%D7%A7%D7%99%D7%94-%D7%A1%D7%A4%D7%95%D7%A8%D7%98%D7%96'
2009,https://carwiz.co.il/used-cars/1e7927ec-a7fe-41d1-917c-89aa66410e7f/2023-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I10
2010,https://carwiz.co.il/used-cars/7212e23b-4287-4fe4-a76c-5a04b87ab523/2015-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I35
2011,https://carwiz.co.il/used-cars/5a8a3f70-7074-46c6-8ac5-c68b80387132/2019-%D7%A8%D7%A0%D7%95-%D7%9E%D7%92%D7%90%D7%9F
2012,https://carwiz.co.il/used-cars/6fda18e7-b66b-4f58-bf2d-1ba86a009d3e/2015-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%A1%D7%95%D7%A4%D7%A8%D7%91
2013,https://carwiz.co.il/used-cars/af9d74ff-58ae-42c0-8af8-23a9d84c16c8/2022-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%99%D7%90%D7%A8%D7%99%D7%A1
2014,https://carwiz.co.il/used-cars/9be25168-f868-4dbe-86ed-8d30ecf42b58/2022-%D7%91-%D7%9E-%D7%95%D7%95-%D7%A1%D7%93%D7%A8%D7%94-4
2015,https://carwiz.co.il/used-cars/117a26a9-27d5-4101-aa46-b2992201b7b9/2019-%D7%91-%D7%9E-%D7%95%D7%95-%D7%A1%D7%93%D7%A8%D7%94-7
2016,https://carwiz.co.il/used-cars/26015c08-be86-440d-bc4e-59ce169b0ba1/2020-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%A7%D7%95%D7%A0%D7%94
2017,https://carwiz.co.il/used-cars/066b775a-9553-476e-bd83-cebc2a03dab9/2019-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%90%D7%95%D7%A7%D7%98%D7%91%D7%99%D7%94
2018,https://carwiz.co.il/used-cars/913a8e5d-89d3-47e8-bea6-0dcf2b1f1f0a/2018-%D7%9E%D7%96%D7%93%D7%94-3
2019,https://carwiz.co.il/used-cars/45eb09a9-7400-4c75-9554-ebe4b6ad41c9/2018-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-ASX
2020,https://carwiz.co.il/used-cars/9cef3aac-6027-48c8-bbef-58034f9574f4/2019-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I10
2021,https://carwiz.co.il/used-cars/0ea008cf-21a8-415b-b678-5f4f6a63b455/2021-%D7%A7%D7%99%D7%94-%D7%A1%D7%9C%D7%98%D7%95%D7%A1
2022,https://carwiz.co.il/used-cars/54f31ef3-a4dd-4904-a0f9-e0c730b68390/2019-%D7%A1%D7%99%D7%98%D7%A8%D7%95%D7%90%D7%9F-C3
2023,https://carwiz.co.il/used-cars/c4671c53-79d7-402c-9d9c-ef411f6a2693/2018-%D7%A1%D7%99%D7%98%D7%A8%D7%95%D7%90%D7%9F-%D7%91%D7%A8%D7%9C%D7%99%D7%A0%D7%92%D7%95
2024,https://carwiz.co.il/used-cars/76f715e2-fa83-4a65-a5c2-ebf68275e999/2020-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%90%D7%95%D7%A7%D7%98%D7%91%D7%99%D7%94
2025,https://carwiz.co.il/used-cars/86597e76-277a-414b-a0af-50398c7b361f/2016-%D7%A4%D7%99%D7%92'%D7%95-3008
2026,https://carwiz.co.il/used-cars/a40ec098-e4fe-442a-848e-74a2b13888d8/2017-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-C-HR
2027,https://carwiz.co.il/used-cars/b2ee1903-b13c-4607-9e08-a81bd90b20b8/2019-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-ASX
2028,https://carwiz.co.il/used-cars/5320ba27-8ac5-44d2-b74a-6797f4a6652d/2021-%D7%92'%D7%99%D7%A4-%D7%92%D7%A8%D7%90%D7%A0%D7%93-%D7%A6'%D7%99%D7%A8%D7%95%D7%A7%D7%99
2029,https://carwiz.co.il/used-cars/69c3b0c7-b09f-41ba-86e9-2cceb203dc2b/2014-%D7%A4%D7%95%D7%9C%D7%A7%D7%A1%D7%95%D7%95%D7%92%D7%9F-%D7%92'%D7%98%D7%94
2030,https://carwiz.co.il/used-cars/0586e537-cc76-4c92-aaba-b9da8ad536ab/2020-%D7%90%D7%90%D7%95%D7%93%D7%99-A3
2031,https://carwiz.co.il/used-cars/9e93cdac-6b0f-4676-9816-1b7397c6cc47/2021-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%A7%D7%95%D7%A8%D7%95%D7%9C%D7%94
2032,https://carwiz.co.il/used-cars/96a07073-7b99-47e6-81dc-039fc7d26ff4/2021-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%90%D7%95%D7%A7%D7%98%D7%91%D7%99%D7%94
2033,https://carwiz.co.il/used-cars/9007ddaf-fc27-4898-a844-c1f76cced67e/2021-MG-ZS
2034,https://carwiz.co.il/used-cars/fb5ad376-4c79-4760-b897-230804b29191/2013-%D7%A4%D7%95%D7%9C%D7%A7%D7%A1%D7%95%D7%95%D7%92%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%A7%D7%95
2035,https://carwiz.co.il/used-cars/1988a019-a066-4cc5-900e-7de5e6a50bf0/2019-%D7%A8%D7%A0%D7%95-%D7%A7%D7%9C%D7%99%D7%90%D7%95
2036,https://carwiz.co.il/used-cars/374658d1-e6ce-40f6-9ffe-4d24550f9e82/2019-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%A7%D7%95%D7%A8%D7%95%D7%9C%D7%94
2037,https://carwiz.co.il/used-cars/5bf43001-8f57-4a55-8b12-3664457a38d4/2018-%D7%A7%D7%99%D7%94-%D7%90%D7%95%D7%A4%D7%98%D7%99%D7%9E%D7%94
2038,https://carwiz.co.il/used-cars/081a1cea-d454-4407-8e62-0ba7a5ee7da2/2023-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-CLA-%D7%A7%D7%9C%D7%90%D7%A1
2039,https://carwiz.co.il/used-cars/3cebc180-fca1-499f-935e-6926a1fb64e3/2017-%D7%A4%D7%99%D7%92'%D7%95-208
2040,https://carwiz.co.il/used-cars/d03e65e5-5c71-49fb-b4dc-f80f7e4aa060/2016-%D7%A1%D7%99%D7%90%D7%98-%D7%90%D7%99%D7%91%D7%99%D7%96%D7%94
2041,https://carwiz.co.il/used-cars/efcac82e-0899-41aa-b7f9-c05809ce6d82/2018-%D7%A4%D7%99%D7%92'%D7%95-3008
2042,https://carwiz.co.il/used-cars/831af0bc-cf23-48d2-a3e7-fb9ac9133e90/2019-%D7%A8%D7%A0%D7%95-%D7%9E%D7%92%D7%90%D7%9F
2043,https://carwiz.co.il/used-cars/e49f5800-cf45-4927-baec-663943d67791/2016-%D7%92'%D7%99%D7%A4-%D7%A8%D7%A0%D7%92%D7%99%D7%99%D7%93
2044,https://carwiz.co.il/used-cars/f3b68c69-26ab-4c1c-a415-91930c02f6a9/2019-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%A7%D7%95%D7%93%D7%99%D7%90%D7%A7
2045,https://carwiz.co.il/used-cars/e53648ed-ff46-48b2-adca-8eb334e7cb5d/2017-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-X-TRAIL
2046,https://carwiz.co.il/used-cars/52563558-69db-4cd5-8f75-a4033bb8b245/2021-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
2047,https://carwiz.co.il/used-cars/3983d9be-1c68-4b8d-9dc2-258fb240f304/2016-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%9E%D7%90%D7%9C%D7%99%D7%91%D7%95
2048,https://carwiz.co.il/used-cars/ee91bc92-ec7b-4a1b-b2f1-87df58e73e2a/2017-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%98%D7%A8%D7%95%D7%95%D7%A8%D7%A1
2049,https://carwiz.co.il/used-cars/928196d0-324a-4f16-8a19-d21858cc4fc8/2019-%D7%A4%D7%99%D7%92'%D7%95-3008
2050,https://carwiz.co.il/used-cars/a9845840-6106-4270-a721-f8a02df2a4cd/2018-%D7%A4%D7%95%D7%9C%D7%A7%D7%A1%D7%95%D7%95%D7%92%D7%9F-%D7%98%D7%99%D7%92%D7%95%D7%90%D7%9F
2051,https://carwiz.co.il/used-cars/4f6d713f-0243-4132-8246-52f3b34d5108/2021-%D7%A7%D7%99%D7%94-%D7%A4%D7%99%D7%A7%D7%A0%D7%98%D7%95
2052,https://carwiz.co.il/used-cars/fda5158c-27b1-49ed-a69b-71085b6cd60c/2022-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-CLA-%D7%A7%D7%9C%D7%90%D7%A1
2053,https://carwiz.co.il/used-cars/b776b344-5306-4f10-8469-e1846bf0caab/2017-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%98%D7%A8%D7%90%D7%A7%D7%A1
2054,https://carwiz.co.il/used-cars/aad95f8d-6dc3-4f42-acab-011ac9603ab6/2019-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-CLA-%D7%A7%D7%9C%D7%90%D7%A1
2055,https://carwiz.co.il/used-cars/e9c913e3-5d05-45ce-9804-14aa8ab00dc1/2016-%D7%9E%D7%96%D7%93%D7%94-2
2056,https://carwiz.co.il/used-cars/9cc3acc8-1018-4f02-be19-ce0b4cfaa0c0/2017-%D7%A4%D7%95%D7%9C%D7%A7%D7%A1%D7%95%D7%95%D7%92%D7%9F-%D7%92'%D7%98%D7%94
2057,https://carwiz.co.il/used-cars/5d7ea26d-8b71-4267-a3d2-a51a8a5a6461/2016-%D7%A7%D7%99%D7%94-%D7%A1%D7%A4%D7%95%D7%A8%D7%98%D7%96'
2058,https://carwiz.co.il/used-cars/3cef2297-b3bf-4004-bee0-4862bdcc1989/2020-%D7%A7%D7%99%D7%94-%D7%A4%D7%99%D7%A7%D7%A0%D7%98%D7%95
2059,https://carwiz.co.il/used-cars/a87b43b6-65a8-40db-a438-4254a71b6b0b/2021-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-GLA-%D7%A7%D7%9C%D7%90%D7%A1
