,price
143,"74,900 ₪"
144,"80,000 ₪"
145,"45,000 ₪"
146,"125,000 ₪"
147,"130,000 ₪"
148,"84,900 ₪"
149,"67,500 ₪"
150,"107,900 ₪"
151,"89,999 ₪"
152,"81,900 ₪"
153,"64,900 ₪"
154,"35,900 ₪"
155,"59,500 ₪"
156,"97,900 ₪"
157,"66,900 ₪"
158,"68,500 ₪"
159,"32,000 ₪"
160,"29,990 ₪"
161,"94,900 ₪"
162,"125,000 ₪"
163,"109,000 ₪"
164,"79,900 ₪"
165,"54,999 ₪"
166,"48,000 ₪"
167,"114,990 ₪"
168,"279,900 ₪"
169,"265,000 ₪"
170,"110,900 ₪"
171,"590,000 ₪"
172,"635,000 ₪"
173,"96,900 ₪"
174,"114,000 ₪"
175,"133,000 ₪"
176,"121,000 ₪"
177,"125,000 ₪"
178,"82,000 ₪"
179,"35,000 ₪"
180,"119,900 ₪"
181,"98,900 ₪"
182,"65,000 ₪"
183,"65,000 ₪"
184,"117,900 ₪"
185,"139,000 ₪"
186,"179,900 ₪"
187,"97,000 ₪"
188,"106,900 ₪"
189,"152,000 ₪"
190,"95,000 ₪"
191,"149,000 ₪"
192,"128,900 ₪"
193,"97,000 ₪"
194,"145,900 ₪"
195,"17,000 ₪"
196,"169,000 ₪"
197,"105,900 ₪"
198,"220,900 ₪"
199,"80,000 ₪"
200,"90,000 ₪"
201,"117,000 ₪"
202,"159,900 ₪"
203,"217,000 ₪"
204,"117,900 ₪"
205,"145,000 ₪"
206,"40,000 ₪"
207,"174,503 ₪"
208,"81,900 ₪"
209,"75,000 ₪"
210,"50,000 ₪"
211,"170,000 ₪"
212,"13,999 ₪"
213,"47,500 ₪"
214,"100,000 ₪"
215,"19,500 ₪"
216,"58,900 ₪"
217,"78,900 ₪"
218,"50,000 ₪"
219,"149,000 ₪"
220,"153,163 ₪"
221,"139,900 ₪"
222,"74,900 ₪"
223,"89,900 ₪"
224,"165,000 ₪"
225,"59,900 ₪"
226,"58,000 ₪"
227,"89,000 ₪"
228,"105,000 ₪"
229,"112,000 ₪"
230,"112,000 ₪"
231,"132,900 ₪"
232,"97,990 ₪"
233,"91,900 ₪"
234,"104,000 ₪"
235,"334,650 ₪"
236,"105,900 ₪"
237,"37,900 ₪"
238,"24,999 ₪"
239,"60,000 ₪"
240,"45,000 ₪"
241,"90,000 ₪"
242,"93,000 ₪"
243,"240,000 ₪"
244,"269,000 ₪"
245,"69,000 ₪"
246,"99,900 ₪"
247,"107,900 ₪"
248,"105,900 ₪"
249,"89,000 ₪"
250,"299,990 ₪"
251,"72,900 ₪"
252,"40,900 ₪"
253,"92,900 ₪"
254,"189,999 ₪"
255,"149,500 ₪"
256,"44,900 ₪"
257,"90,000 ₪"
258,"39,900 ₪"
259,"195,000 ₪"
260,"97,000 ₪"
261,"306,000 ₪"
262,"85,000 ₪"
263,"134,000 ₪"
264,"344,253 ₪"
265,"360,000 ₪"
266,"75,000 ₪"
267,"119,000 ₪"
268,"99,900 ₪"
269,"29,990 ₪"
270,"208,550 ₪"
271,"103,900 ₪"
272,"25,000 ₪"
273,"14,999 ₪"
274,"285,000 ₪"
275,"162,000 ₪"
276,"64,900 ₪"
277,"52,000 ₪"
278,"26,000 ₪"
279,"52,000 ₪"
280,"106,900 ₪"
281,"99,900 ₪"
282,"158,110 ₪"
283,"156,000 ₪"
284,"107,500 ₪"
285,"88,000 ₪"
286,"199,000 ₪"
287,"252,000 ₪"
288,"289,900 ₪"
289,"79,900 ₪"
290,"20,000 ₪"
291,"60,000 ₪"
292,"100,000 ₪"
293,"79,900 ₪"
294,"119,900 ₪"
295,"112,900 ₪"
296,"55,000 ₪"
297,"124,900 ₪"
298,"81,900 ₪"
299,"235,000 ₪"
300,"118,000 ₪"
301,"89,000 ₪"
302,"154,900 ₪"
303,"72,500 ₪"
304,"79,900 ₪"
305,"64,900 ₪"
306,"62,900 ₪"
307,"122,400 ₪"
308,"280,000 ₪"
309,"123,900 ₪"
310,"77,000 ₪"
311,"119,000 ₪"
312,"75,000 ₪"
313,"98,000 ₪"
314,"45,000 ₪"
315,"108,900 ₪"
316,"155,000 ₪"
317,"102,000 ₪"
318,"78,900 ₪"
319,"135,000 ₪"
320,"80,000 ₪"
321,"148,000 ₪"
322,"116,000 ₪"
323,"198,000 ₪"
324,"112,000 ₪"
325,"150,900 ₪"
326,"114,999 ₪"
327,"73,000 ₪"
328,"119,000 ₪"
329,"159,000 ₪"
330,"430,000 ₪"
331,"88,000 ₪"
332,"20,000 ₪"
333,"85,000 ₪"
334,"126,900 ₪"
335,"119,000 ₪"
336,"110,900 ₪"
337,"120,900 ₪"
338,"129,900 ₪"
339,"115,000 ₪"
340,"109,900 ₪"
341,"269,990 ₪"
342,"580,000 ₪"
343,"133,900 ₪"
344,"68,000 ₪"
345,"81,000 ₪"
346,"114,000 ₪"
347,"38,900 ₪"
348,"98,000 ₪"
349,"299,000 ₪"
350,"77,900 ₪"
351,"129,000 ₪"
352,"125,000 ₪"
353,"36,000 ₪"
354,"23,000 ₪"
355,"92,000 ₪"
356,"101,900 ₪"
357,"32,000 ₪"
358,"189,000 ₪"
359,"68,900 ₪"
360,"93,000 ₪"
361,"94,000 ₪"
362,"95,000 ₪"
363,"130,000 ₪"
364,"101,900 ₪"
365,"74,900 ₪"
366,"39,990 ₪"
367,"89,900 ₪"
368,"65,000 ₪"
369,"63,900 ₪"
370,"165,000 ₪"
371,"39,000 ₪"
372,"35,000 ₪"
373,"180,000 ₪"
374,"63,000 ₪"
375,"285,000 ₪"
376,"106,900 ₪"
377,"215,000 ₪"
378,"74,999 ₪"
379,"48,000 ₪"
380,"239,999 ₪"
381,"54,000 ₪"
382,"104,900 ₪"
383,"79,900 ₪"
384,"95,900 ₪"
385,"68,000 ₪"
386,"136,900 ₪"
387,"104,900 ₪"
388,"74,900 ₪"
389,"109,000 ₪"
390,"125,900 ₪"
391,"130,000 ₪"
392,"109,900 ₪"
393,"34,999 ₪"
394,"105,900 ₪"
395,"25,900 ₪"
396,"124,500 ₪"
397,"88,000 ₪"
398,"73,900 ₪"
399,"109,900 ₪"
400,"175,000 ₪"
401,"53,900 ₪"
402,"189,999 ₪"
403,"190,000 ₪"
404,"100,000 ₪"
405,"104,500 ₪"
406,"54,999 ₪"
407,"129,900 ₪"
408,"96,900 ₪"
409,"179,000 ₪"
410,"148,900 ₪"
411,"105,900 ₪"
412,"110,000 ₪"
413,"79,000 ₪"
414,"14,900 ₪"
415,"66,500 ₪"
416,"116,900 ₪"
417,"34,999 ₪"
418,"88,900 ₪"
419,"55,000 ₪"
420,"95,900 ₪"
421,"54,000 ₪"
422,"57,999 ₪"
423,"170,500 ₪"
424,"118,500 ₪"
425,"77,900 ₪"
426,"103,900 ₪"
427,"59,990 ₪"
428,"118,900 ₪"
429,"109,000 ₪"
430,"77,000 ₪"
431,"87,000 ₪"
432,"92,000 ₪"
433,"101,900 ₪"
434,"85,000 ₪"
435,"719,000 ₪"
436,"239,000 ₪"
437,"74,500 ₪"
438,"94,000 ₪"
439,"110,000 ₪"
440,"444,000 ₪"
441,"55,000 ₪"
442,"98,500 ₪"
443,"49,990 ₪"
444,"89,000 ₪"
445,"165,000 ₪"
446,"44,900 ₪"
447,"79,999 ₪"
448,"95,000 ₪"
449,"113,900 ₪"
450,"73,900 ₪"
451,"68,000 ₪"
452,"61,000 ₪"
453,"98,000 ₪"
454,"63,900 ₪"
455,"74,900 ₪"
456,"83,900 ₪"
457,"109,900 ₪"
458,"86,000 ₪"
459,"94,900 ₪"
460,"19,900 ₪"
461,"79,000 ₪"
462,"109,900 ₪"
463,"144,500 ₪"
464,"126,000 ₪"
465,"87,900 ₪"
466,"113,000 ₪"
467,"96,900 ₪"
468,"99,900 ₪"
469,"103,000 ₪"
470,"110,500 ₪"
471,"96,900 ₪"
472,"108,900 ₪"
473,"59,900 ₪"
474,"114,900 ₪"
475,"90,900 ₪"
476,"269,990 ₪"
477,"87,000 ₪"
478,"101,900 ₪"
479,"91,900 ₪"
480,"159,999 ₪"
481,"145,000 ₪"
482,"87,900 ₪"
483,"79,000 ₪"
484,"143,000 ₪"
485,"114,900 ₪"
486,"93,900 ₪"
487,"119,000 ₪"
488,"170,000 ₪"
489,"115,900 ₪"
490,"119,900 ₪"
491,"107,000 ₪"
492,"58,000 ₪"
493,"50,900 ₪"
494,"114,999 ₪"
495,"109,900 ₪"
496,"72,900 ₪"
497,"129,900 ₪"
498,"740,000 ₪"
499,"65,900 ₪"
500,"19,900 ₪"
501,"64,900 ₪"
502,"92,000 ₪"
503,"107,900 ₪"
504,"91,900 ₪"
505,"74,900 ₪"
506,"85,000 ₪"
507,"66,900 ₪"
508,"107,000 ₪"
509,"103,000 ₪"
510,"54,000 ₪"
511,"138,000 ₪"
512,"290,903 ₪"
513,"14,500 ₪"
514,"106,000 ₪"
515,"90,000 ₪"
516,"49,900 ₪"
517,"115,000 ₪"
518,"88,000 ₪"
519,"69,000 ₪"
520,"245,000 ₪"
521,"110,900 ₪"
522,"64,900 ₪"
523,"72,000 ₪"
524,"99,000 ₪"
525,"163,000 ₪"
526,"73,700 ₪"
527,"183,000 ₪"
528,"610,000 ₪"
529,"119,900 ₪"
530,"79,000 ₪"
531,"87,500 ₪"
532,"145,500 ₪"
533,"380,000 ₪"
534,"210,000 ₪"
535,"59,000 ₪"
536,"112,900 ₪"
537,"84,000 ₪"
538,"90,900 ₪"
539,"129,900 ₪"
540,"75,000 ₪"
541,"114,999 ₪"
542,"83,000 ₪"
543,"109,000 ₪"
544,"130,000 ₪"
545,"555,000 ₪"
546,"129,900 ₪"
547,"74,900 ₪"
548,"119,500 ₪"
549,"105,000 ₪"
550,"109,900 ₪"
551,"200,000 ₪"
552,"147,000 ₪"
553,"145,500 ₪"
554,"82,900 ₪"
555,"75,000 ₪"
556,"98,900 ₪"
557,"112,900 ₪"
558,"90,000 ₪"
559,"180,000 ₪"
560,"70,000 ₪"
561,"50,000 ₪"
562,"730,000 ₪"
563,"138,900 ₪"
564,"120,000 ₪"
565,"119,900 ₪"
566,"163,000 ₪"
567,"125,000 ₪"
568,"48,900 ₪"
569,"2,094,000 ₪"
570,"34,900 ₪"
571,"54,900 ₪"
572,"97,000 ₪"
573,"93,500 ₪"
574,"113,300 ₪"
575,"42,000 ₪"
576,"94,160 ₪"
577,"43,500 ₪"
578,"337,000 ₪"
579,"133,000 ₪"
580,"474,900 ₪"
581,"133,900 ₪"
582,"40,900 ₪"
583,"105,900 ₪"
584,"166,900 ₪"
585,"35,000 ₪"
586,"62,400 ₪"
587,"74,958 ₪"
588,"325,000 ₪"
589,"105,900 ₪"
590,"237,000 ₪"
591,"102,900 ₪"
592,"111,900 ₪"
593,"49,900 ₪"
594,"65,000 ₪"
595,"39,000 ₪"
596,"72,900 ₪"
597,"137,000 ₪"
598,"124,900 ₪"
599,"30,000 ₪"
600,"105,000 ₪"
601,"95,900 ₪"
602,"127,900 ₪"
603,"93,900 ₪"
604,"178,900 ₪"
605,"94,000 ₪"
606,"249,990 ₪"
607,"126,100 ₪"
608,"247,000 ₪"
609,"109,000 ₪"
610,"49,900 ₪"
611,"314,900 ₪"
612,"32,000 ₪"
613,"89,900 ₪"
614,"105,000 ₪"
615,"159,999 ₪"
616,"59,900 ₪"
617,"12,999 ₪"
618,"74,000 ₪"
619,"42,000 ₪"
620,"93,900 ₪"
621,"28,000 ₪"
622,"110,000 ₪"
623,"132,924 ₪"
624,"121,900 ₪"
625,"62,000 ₪"
626,"49,000 ₪"
627,"199,999 ₪"
628,"142,900 ₪"
629,"115,000 ₪"
630,"39,900 ₪"
631,"116,400 ₪"
632,"71,900 ₪"
633,"46,000 ₪"
634,"38,000 ₪"
635,"98,000 ₪"
636,"289,999 ₪"
637,"135,000 ₪"
638,"220,000 ₪"
639,"89,000 ₪"
640,"108,000 ₪"
641,"61,900 ₪"
642,"53,900 ₪"
643,"127,000 ₪"
644,"114,900 ₪"
645,"192,900 ₪"
646,"38,000 ₪"
647,"39,999 ₪"
648,"100,900 ₪"
649,"99,000 ₪"
650,"100,000 ₪"
651,"124,500 ₪"
652,"102,900 ₪"
653,"145,000 ₪"
654,"133,000 ₪"
655,"99,900 ₪"
656,"88,900 ₪"
657,"80,000 ₪"
658,"90,000 ₪"
659,"87,000 ₪"
660,"76,900 ₪"
661,"128,900 ₪"
662,"44,900 ₪"
663,"85,000 ₪"
664,"150,000 ₪"
665,"83,500 ₪"
666,"112,900 ₪"
667,"45,000 ₪"
668,"135,900 ₪"
669,"120,000 ₪"
670,"68,000 ₪"
671,"55,000 ₪"
672,"42,900 ₪"
673,"169,000 ₪"
674,"134,900 ₪"
675,"137,900 ₪"
676,"135,000 ₪"
677,"119,990 ₪"
678,"103,900 ₪"
679,"60,998 ₪"
680,"91,900 ₪"
681,"410,000 ₪"
682,"115,900 ₪"
683,"69,000 ₪"
684,"94,900 ₪"
685,"77,900 ₪"
686,"110,000 ₪"
687,"34,900 ₪"
688,"179,900 ₪"
689,"29,900 ₪"
690,"139,990 ₪"
691,"133,000 ₪"
692,"115,000 ₪"
693,"89,000 ₪"
694,"166,200 ₪"
695,"74,000 ₪"
696,"500,000 ₪"
697,"102,000 ₪"
698,"35,000 ₪"
699,"73,000 ₪"
700,"109,000 ₪"
701,"108,900 ₪"
702,"59,900 ₪"
703,"60,000 ₪"
704,"85,000 ₪"
705,"440,000 ₪"
706,"194,000 ₪"
707,"190,000 ₪"
708,"66,000 ₪"
709,"146,999 ₪"
710,"139,000 ₪"
711,"139,900 ₪"
712,"370,000 ₪"
713,"124,000 ₪"
714,"233,000 ₪"
715,"115,000 ₪"
716,"136,900 ₪"
717,"169,000 ₪"
718,"96,000 ₪"
719,"105,000 ₪"
720,"86,000 ₪"
721,"22,500 ₪"
722,"131,900 ₪"
723,"85,500 ₪"
724,"162,900 ₪"
725,"78,900 ₪"
726,"108,900 ₪"
727,"415,000 ₪"
728,"385,000 ₪"
729,"99,000 ₪"
730,"39,999 ₪"
731,"84,000 ₪"
732,"150,900 ₪"
733,"119,900 ₪"
734,"89,000 ₪"
735,"169,000 ₪"
736,"217,000 ₪"
737,"164,900 ₪"
738,"71,000 ₪"
739,"400,000 ₪"
740,"99,900 ₪"
741,"80,000 ₪"
742,"42,000 ₪"
743,"68,500 ₪"
744,"46,990 ₪"
745,"129,000 ₪"
746,"35,000 ₪"
747,"101,900 ₪"
748,"82,900 ₪"
749,"238,000 ₪"
750,"141,900 ₪"
751,"68,000 ₪"
752,"112,900 ₪"
753,"61,000 ₪"
754,"156,990 ₪"
755,"118,000 ₪"
756,"73,000 ₪"
757,"68,000 ₪"
758,"209,000 ₪"
759,"34,900 ₪"
760,"105,000 ₪"
761,"160,000 ₪"
762,"120,000 ₪"
763,"383,150 ₪"
764,"68,900 ₪"
765,"106,000 ₪"
766,"73,000 ₪"
767,"125,000 ₪"
768,"112,900 ₪"
769,"79,990 ₪"
770,"32,900 ₪"
771,"71,000 ₪"
772,"92,900 ₪"
773,"182,900 ₪"
774,"375,000 ₪"
775,"235,000 ₪"
776,"109,900 ₪"
777,"79,900 ₪"
778,"95,900 ₪"
779,"62,900 ₪"
780,"70,900 ₪"
781,"58,000 ₪"
782,"103,000 ₪"
783,"249,990 ₪"
784,"82,900 ₪"
785,"142,900 ₪"
786,"94,999 ₪"
787,"79,900 ₪"
788,"29,900 ₪"
789,"32,900 ₪"
790,"93,000 ₪"
791,"79,000 ₪"
792,"69,900 ₪"
793,"33,900 ₪"
794,"20,500 ₪"
795,"82,000 ₪"
796,"116,900 ₪"
797,"102,900 ₪"
798,"65,000 ₪"
799,"79,900 ₪"
800,"141,000 ₪"
801,"110,000 ₪"
802,"59,000 ₪"
803,"139,000 ₪"
804,"159,990 ₪"
805,"320,000 ₪"
806,"68,000 ₪"
807,"120,900 ₪"
808,"47,000 ₪"
809,"155,900 ₪"
810,"162,000 ₪"
811,"104,000 ₪"
812,"153,500 ₪"
813,"55,000 ₪"
814,"112,000 ₪"
815,"93,000 ₪"
816,"74,900 ₪"
817,"125,000 ₪"
818,"125,900 ₪"
819,"75,000 ₪"
820,"109,000 ₪"
821,"128,900 ₪"
822,"116,000 ₪"
823,"270,000 ₪"
824,"169,750 ₪"
825,"128,900 ₪"
826,"115,000 ₪"
827,"59,000 ₪"
828,"372,200 ₪"
829,"75,000 ₪"
830,"116,999 ₪"
831,"87,900 ₪"
832,"102,900 ₪"
833,"605,000 ₪"
834,"83,900 ₪"
835,"134,900 ₪"
836,"59,000 ₪"
837,"145,000 ₪"
838,"520,000 ₪"
839,"420,000 ₪"
840,"225,000 ₪"
841,"410,000 ₪"
842,"74,880 ₪"
843,"142,900 ₪"
844,"83,000 ₪"
845,"60,000 ₪"
846,"38,000 ₪"
847,"45,000 ₪"
848,"108,000 ₪"
849,"74,000 ₪"
850,"119,000 ₪"
851,"155,000 ₪"
852,"189,900 ₪"
853,"314,999 ₪"
854,"97,000 ₪"
855,"18,000 ₪"
856,"188,995 ₪"
857,"157,140 ₪"
858,"95,900 ₪"
859,"71,900 ₪"
860,"93,000 ₪"
861,"184,900 ₪"
862,"112,000 ₪"
863,"50,000 ₪"
864,"189,000 ₪"
865,"79,900 ₪"
866,"68,900 ₪"
867,"79,000 ₪"
868,"188,000 ₪"
869,"93,000 ₪"
870,"49,000 ₪"
871,"160,000 ₪"
872,"124,900 ₪"
873,"104,900 ₪"
874,"119,900 ₪"
875,"105,900 ₪"
876,"108,900 ₪"
877,"65,000 ₪"
878,"116,500 ₪"
879,"72,000 ₪"
880,"38,000 ₪"
881,"105,000 ₪"
882,"88,000 ₪"
883,"49,900 ₪"
884,"18,000 ₪"
885,"111,900 ₪"
886,"72,900 ₪"
887,"394,338 ₪"
888,"66,000 ₪"
889,"69,000 ₪"
890,"96,000 ₪"
891,"29,000 ₪"
892,"105,000 ₪"
893,"49,900 ₪"
894,"65,900 ₪"
895,"153,000 ₪"
896,"392,900 ₪"
897,"128,500 ₪"
898,"108,000 ₪"
899,"219,900 ₪"
900,"40,900 ₪"
901,"95,900 ₪"
902,"109,900 ₪"
903,"208,000 ₪"
904,"64,999 ₪"
905,"217,000 ₪"
906,"98,900 ₪"
907,"170,000 ₪"
908,"167,000 ₪"
909,"46,500 ₪"
910,"72,900 ₪"
911,"68,900 ₪"
912,"113,900 ₪"
913,"94,900 ₪"
914,"58,000 ₪"
915,"82,000 ₪"
916,"91,000 ₪"
917,"115,000 ₪"
918,"68,000 ₪"
919,"99,000 ₪"
920,"415,000 ₪"
921,"37,000 ₪"
922,"79,900 ₪"
923,"163,000 ₪"
924,"25,000 ₪"
925,"147,000 ₪"
926,"68,000 ₪"
927,"57,900 ₪"
928,"101,000 ₪"
929,"91,000 ₪"
930,"112,900 ₪"
931,"109,990 ₪"
932,"74,900 ₪"
933,"50,000 ₪"
934,"35,900 ₪"
935,"75,900 ₪"
936,"113,900 ₪"
937,"19,500 ₪"
938,"680,000 ₪"
939,"111,300 ₪"
940,"72,000 ₪"
941,"152,000 ₪"
942,"67,900 ₪"
943,"81,000 ₪"
944,"119,000 ₪"
945,"115,000 ₪"
946,"149,000 ₪"
947,"69,000 ₪"
948,"86,000 ₪"
949,"70,000 ₪"
950,"115,000 ₪"
951,"72,900 ₪"
952,"83,000 ₪"
953,"26,000 ₪"
954,"970,000 ₪"
955,"59,900 ₪"
956,"72,900 ₪"
957,"119,000 ₪"
958,"79,900 ₪"
959,"104,998 ₪"
960,"75,900 ₪"
961,"129,900 ₪"
962,"134,900 ₪"
963,"42,900 ₪"
964,"157,140 ₪"
965,"136,900 ₪"
966,"73,000 ₪"
967,"148,900 ₪"
968,"189,000 ₪"
969,"39,000 ₪"
970,"47,500 ₪"
971,"73,999 ₪"
972,"157,140 ₪"
973,"67,000 ₪"
974,"122,000 ₪"
975,"180,000 ₪"
976,"79,000 ₪"
977,"99,000 ₪"
978,"78,900 ₪"
979,"320,000 ₪"
980,"103,900 ₪"
981,"49,900 ₪"
982,"126,900 ₪"
983,"125,000 ₪"
984,"109,900 ₪"
985,"115,000 ₪"
986,"35,800 ₪"
987,"146,900 ₪"
988,"67,500 ₪"
989,"125,900 ₪"
990,"99,900 ₪"
991,"33,000 ₪"
992,"95,000 ₪"
993,"96,500 ₪"
994,"123,000 ₪"
995,"35,900 ₪"
996,"107,000 ₪"
997,"130,000 ₪"
998,"107,900 ₪"
999,"36,000 ₪"
1000,"45,000 ₪"
1001,"129,000 ₪"
1002,"99,000 ₪"
1003,"39,000 ₪"
1004,"349,000 ₪"
1005,"48,000 ₪"
1006,"101,900 ₪"
1007,"93,900 ₪"
1008,"46,500 ₪"
1009,"57,000 ₪"
1010,"55,000 ₪"
1011,"74,000 ₪"
1012,"188,000 ₪"
1013,"119,000 ₪"
1014,"78,000 ₪"
1015,"117,500 ₪"
1016,"185,000 ₪"
1017,"134,999 ₪"
1018,"154,900 ₪"
1019,"73,770 ₪"
1020,"85,000 ₪"
1021,"32,000 ₪"
1022,"349,103 ₪"
1023,"99,900 ₪"
1024,"119,900 ₪"
1025,"19,900 ₪"
1026,"24,900 ₪"
1027,"115,900 ₪"
1028,"125,900 ₪"
1029,"105,900 ₪"
1030,"117,000 ₪"
1031,"105,900 ₪"
1032,"108,900 ₪"
1033,"49,000 ₪"
1034,"132,000 ₪"
1035,"149,999 ₪"
1036,"101,202 ₪"
1037,"74,900 ₪"
1038,"97,000 ₪"
1039,"77,900 ₪"
1040,"97,900 ₪"
1041,"113,900 ₪"
1042,"86,000 ₪"
1043,"268,000 ₪"
1044,"89,900 ₪"
1045,"84,999 ₪"
1046,"51,000 ₪"
1047,"81,000 ₪"
1048,"205,000 ₪"
1049,"32,999 ₪"
1050,"85,000 ₪"
1051,"24,000 ₪"
1052,"105,000 ₪"
1053,"350,000 ₪"
1054,"95,000 ₪"
1055,"90,000 ₪"
1056,"88,500 ₪"
1057,"52,900 ₪"
1058,"82,000 ₪"
1059,"78,000 ₪"
1060,"106,900 ₪"
1061,"129,000 ₪"
1062,"238,000 ₪"
1063,"205,000 ₪"
1064,"194,500 ₪"
1065,"95,000 ₪"
1066,"110,000 ₪"
1067,"245,000 ₪"
1068,"142,582 ₪"
1069,"64,900 ₪"
1070,"75,900 ₪"
1071,"185,000 ₪"
1072,"177,900 ₪"
1073,"102,900 ₪"
1074,"610,000 ₪"
1075,"70,900 ₪"
1076,"105,000 ₪"
1077,"114,900 ₪"
1078,"36,000 ₪"
1079,"75,900 ₪"
1080,"79,900 ₪"
1081,"75,000 ₪"
1082,"75,400 ₪"
1083,"68,870 ₪"
1084,"35,900 ₪"
1085,"165,900 ₪"
1086,"145,000 ₪"
1087,"230,000 ₪"
1088,"29,900 ₪"
1089,"78,000 ₪"
1090,"63,000 ₪"
1091,"49,000 ₪"
1092,"37,000 ₪"
1093,"64,900 ₪"
1094,"138,000 ₪"
1095,"68,000 ₪"
1096,"111,000 ₪"
1097,"119,999 ₪"
1098,"134,000 ₪"
1099,"39,000 ₪"
1100,"109,900 ₪"
1101,"14,999 ₪"
1102,"129,900 ₪"
1103,"136,900 ₪"
1104,"630,000 ₪"
1105,"745,500 ₪"
1106,"98,900 ₪"
1107,"119,900 ₪"
1108,"58,900 ₪"
1109,"173,000 ₪"
1110,"59,000 ₪"
1111,"137,500 ₪"
1112,"110,000 ₪"
1113,"85,000 ₪"
1114,"89,000 ₪"
1115,"84,000 ₪"
1116,"260,000 ₪"
1117,"72,000 ₪"
1118,"87,000 ₪"
1119,"24,900 ₪"
1120,"49,000 ₪"
1121,"34,000 ₪"
1122,"99,000 ₪"
1123,"157,140 ₪"
1124,"35,988 ₪"
1125,"84,900 ₪"
1126,"62,000 ₪"
1127,"82,000 ₪"
1128,"77,900 ₪"
1129,"64,900 ₪"
1130,"130,500 ₪"
1131,"50,000 ₪"
1132,"130,000 ₪"
1133,"125,000 ₪"
1134,"271,503 ₪"
1135,"19,999 ₪"
1136,"119,900 ₪"
1137,"30,000 ₪"
1138,"104,900 ₪"
1139,"32,000 ₪"
1140,"108,900 ₪"
1141,"125,000 ₪"
1142,"134,999 ₪"
1143,"345,000 ₪"
1144,"93,900 ₪"
1145,"135,900 ₪"
1146,"66,900 ₪"
1147,"14,000 ₪"
1148,"68,000 ₪"
1149,"88,900 ₪"
1150,"178,000 ₪"
1151,"715,000 ₪"
1152,"85,000 ₪"
