,price,city,version,year,engine,km,owner_num,gear_type,color,origin_own,nxt_test,test_cost
850,"112,900 ₪",רמת השרון,פיג'ו 3008 3008 PREMIUM,2018,1598 ליטר בנזין,"45,366",1,אוטומטי,שנהב לבן,פרטית,6 חודשים,"2,019 ₪"
851,"107,900 ₪",ראשון לציון,הונדה HR-V HR-V COMFORT,2019,1498 ליטר בנזין,"138,054",1,אוטומטי,שנהב לבן,ליסינג,1 חודשים,"1,604 ₪"
852,"110,000 ₪",שדרות,קיה סטוניק STONIC LX,2019,998 ליטר בנזין,"120,000",1,אוטומטי,שנהב לבן,ליסינג,6 חודשים,0
853,"117,900 ₪",חיפה,פיג'ו 3008 3008 ACTIVE,2019,1499 ליטר דיזל,"109,906",1,אוטומטי,שנהב לבן,פרטית,7 חודשים,"1,835 ₪"
854,"440,000 ₪",חולון,מיצובישי L-200 L200 DESERT,2015,2442 ליטר דיזל,"230,000",2,אוטומטי,שנהב לבן,ליסינג,0,"1,962 ₪"
855,"97,900 ₪",ראשון לציון,פיאט 500 FIAT 500 LOUNGE,2012,1368 ליטר בנזין,"94,000",2,אוטומטי,רב גווני,פרטית,7 חודשים,"1,262 ₪"
856,"122,900 ₪",פתח תקווה,אופל אסטרה ברלינה TRA ENJOY,2013,1362 ליטר בנזין,"214,000",2,אוטומטי,שנהב לבן,ליסינג,5 חודשים,"1,424 ₪"
857,"82,900 ₪",פתח תקווה,סיטרואן ברלינגו BERLINGO LIVE,2019,1499 ליטר דיזל,"112,000",1,ידני,שנהב לבן,פרטית,5 חודשים,"1,604 ₪"
858,"79,000 ₪",ראשון לציון,מרצדס C קלאס C300 AMG48VFLTFL,2022,1991 ליטר בנזין,"30,000",2,אוטומטי,שחור,פרטית,4 חודשים,"4,731 ₪"
859,"112,900 ₪",חיפה,סקודה קודיאק KODIAQ AMBITION,2021,1498 ליטר בנזין,"31,800",2,אוטומטי,אפור מטל,פרטית,2 חודשים,"2,417 ₪"
860,"110,000 ₪",חיפה,קיה ספורטז' SPORTAGE URBAN,2017,1999 ליטר בנזין,"110,228",1,אוטומטי,לבן,פרטית,0,"1,835 ₪"
861,"30,000 ₪",חולון,ג'יפ רנגלר WAGONEER SERIES II,2022,5654 ליטר בנזין,0,1,אוטומטי,שחור מטלי,פרטית,10 חודשים,"4,731 ₪"
862,"23,000 ₪",פתח תקווה,טויוטה לנד קרוזר LAND CRUISER TS7,2023,2755 ליטר דיזל,0,1,אוטומטי,לבן,פרטית,12 חודשים,"4,731 ₪"
863,"90,000 ₪",טמרה,קיה סטינגר STINGER GT,2019,3342 ליטר בנזין,"44,000",1,אוטומטי,שנהב לבן,פרטית,0,"3,357 ₪"
864,"420,000 ₪",נתניה,ניסאן ג'וק JUKE ACENTA,2019,1598 ליטר בנזין,"65,000",1,אוטומטי,שנהב לבן,פרטית,5 חודשים,"1,604 ₪"
865,"162,900 ₪",פתח תקווה,דאציה דאסטר DUSTER LAUREATE,2021,1332 ליטר בנזין,"80,000",1,ידני,שנהב לבן,פרטית,0,"1,235 ₪"
866,"97,900 ₪",חיפה,ניסאן קשקאי QASHQAI ACENTA,2017,1598 ליטר דיזל,"169,000",3,אוטומטי,כסף מטלי,פרטית,8 חודשים,"1,835 ₪"
867,"699,900 ₪",הרצליה,מזדה 3 MAZDA 3 ACTIVE,2015,1496 ליטר בנזין,"130,000",2,אוטומטי,כסוף כהה,השכרה,4 חודשים,"1,424 ₪"
868,"415,160 ₪",נתניה,קיה נירו NIRO LX,2019,1580 ליטר בנזין,"150,398",1,אוטומטי,כסוף,ליסינג,8 חודשים,"1,604 ₪"
869,"245,000 ₪",ראשון לציון,שברולט ספארק SPARK LT PLUS,2019,1399 ליטר בנזין,"68,364",1,אוטומטי,כסוף,ליסינג,1 חודשים,"1,102 ₪"
870,"89,000 ₪",נתניה,ניסאן X TRAIL X-TRAIL ACENTA,2019,1749 ליטר דיזל,"139,000",1,אוטומטי,לבן,השכרה,6 חודשים,"2,019 ₪"
871,"69,900 ₪",גדרה,קיה סיד CEED LX,2020,1353 ליטר בנזין,"75,000",1,אוטומטי,שנהב לבן,ליסינג,6 חודשים,"1,811 ₪"
872,"77,999 ₪",חיפה,סיאט איביזה IBIZA REFERENCE,2020,999 ליטר בנזין,"52,219",1,אוטומטי,לבן,ליסינג,12 חודשים,0
873,"49,900 ₪",עפולה,סקודה קודיאק KODIAQ AMBITION,2019,1498 ליטר בנזין,"74,210",1,אוטומטי,כסוף,אחר,6 חודשים,"2,019 ₪"
874,"99,900 ₪",חדרה,יונדאי I30 I30 INSPIRE,2010,1591 ליטר בנזין,"191,000",3,אוטומטי,כחול מטל,פרטית,11 חודשים,"1,262 ₪"
875,"71,500 ₪",מאיפה שנוח לך בארץ,פולקסווגן ג'טה JETTA TRENDLINE,2013,1197 ליטר בנזין,"190,000",4,אוטומטי,שחור מטלי,פרטית,3 חודשים,"1,424 ₪"
876,"127,500 ₪",טמרה,סקודה קארוק KAROQ AMBITION,2019,1498 ליטר בנזין,"99,315",2,אוטומטי,לבן,פרטית,5 חודשים,"1,835 ₪"
877,"94,000 ₪",ראשון לציון,סיאט לאון LEON FR,2019,1984 ליטר בנזין,"100,000",2,אוטומטי,לבן,פרטית,3 חודשים,"2,019 ₪"
878,"78,900 ₪",כרמיאל,מזדה 3 MAZDA 3 SPORT,2019,1998 ליטר בנזין,"60,000",1,אוטומטי,שנהב לבן,ליסינג,1 חודשים,"1,604 ₪"
879,"84,000 ₪",סינון עם האלגוריתם,קיה ספורטז' SPORTAGE URBAN,2016,1591 ליטר בנזין,"115,000",2,אוטומטי,שחור,ליסינג,5 חודשים,"1,424 ₪"
880,"166,000 ₪",מאיפה שנוח לך בארץ,מזדה 2 MAZDA 2 DYNAMIC,2023,1496 ליטר בנזין,0,1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"1,529 ₪"
881,"15,000 ₪",כפר סבא,מזדה 3 MAZDA 3 ACTIVE,2011,1598 ליטר בנזין,"171,000",3,אוטומטי,אדום,פרטית,0,"1,262 ₪"
882,"24,999 ₪",פרדס חנה כרכור,מיצובישי אקליפס קרוס ECLIPSE CROSS INSTYLE,2018,1499 ליטר בנזין,"100,068",1,אוטומטי,שחור,פרטית,3 חודשים,"1,835 ₪"
883,"102,900 ₪",רמת השרון,טויוטה קורולה COROLLA ICON M,2022,1490 ליטר בנזין,"4,000",2,אוטומטי,אפור כחול מטלי,פרטית,6 חודשים,"2,130 ₪"
884,"115,000 ₪",נתיבות,טויוטה קורולה COROLLA ICON M,2022,1490 ליטר בנזין,"15,000",2,אוטומטי,שנהב לבן,פרטית,6 חודשים,"2,130 ₪"
885,"93,900 ₪",חדרה,טויוטה C-HR HYBRID CHIC,2017,1798 ליטר בנזין,"138,000",2,אוטומטי,שנהב לבן,פרטית,5 חודשים,"1,835 ₪"
886,"84,000 ₪",סינון עם האלגוריתם,פיג'ו 3008 3008 ACTIVE,2017,1560 ליטר דיזל,"114,775",2,אוטומטי,אפור,פרטית,3 חודשים,"1,835 ₪"
887,"72,900 ₪",ראשון לציון,סקודה קודיאק KODIAQ STYLE,2020,1498 ליטר בנזין,"70,000",2,אוטומטי,אפור מטל,פרטית,11 חודשים,"2,019 ₪"
888,"125,000 ₪",ירכא,פורד ברונקו BRONCO SPORT BIG BEND,2022,1497 ליטר בנזין,0,1,אוטומטי,אפור,פרטית,3 חודשים,"3,366 ₪"
889,"26,990 ₪",חיפה,ניסאן X TRAIL X-TRAIL ACENTA LE,2018,1598 ליטר דיזל,"168,000",3,אוטומטי,שנהב לבן,פרטית,0,"2,019 ₪"
890,"100,900 ₪",פתח תקווה,מזדה CX-5 CX5 EXECUTIVE,2015,1998 ליטר בנזין,"163,000",3,אוטומטי,שחור,ליסינג,0,"1,693 ₪"
891,"149,990 ₪",קרית שמונה,קיה פיקנטו PICANTO LX,2015,1248 ליטר בנזין,"93,000",2,אוטומטי,אדום,ליסינג,1 חודשים,985 ₪
892,"149,990 ₪",קרית שמונה,מיצובישי אאוטלנדר OUTLANDER INTENSE,2019,1998 ליטר בנזין,"164,458",1,אוטומטי,אפור,ליסינג,7 חודשים,"2,019 ₪"
893,"106,000 ₪",אשדוד,סקודה אוקטביה OCTAVIA AMBITION,2019,999 ליטר בנזין,"100,000",1,אוטומטי,כסף מטלי,ליסינג,0,"1,604 ₪"
894,"91,900 ₪",פתח תקווה,מזדה CX-5 MAZDA CX-5 EXECUTIVE,2023,1998 ליטר בנזין,0,1,אוטומטי,שנהב לבן,פרטית,11 חודשים,0
895,"170,000 ₪",ראשון לציון,יונדאי I10 I10 INSTYLE,2014,998 ליטר בנזין,"114,000",1,ידני,בז מטאלי,פרטית,5 חודשים,985 ₪
896,"319,900 ₪",נתניה,קיה XCeed XCEED LX,2020,1353 ליטר בנזין,"57,000",1,אוטומטי,אפור,פרטית,0,"1,811 ₪"
897,"127,200 ₪",קרית שמונה,יונדאי טוסון TUCSON OPEN SKY,2016,1999 ליטר בנזין,"110,000",2,אוטומטי,שנהב לבן,ליסינג,9 חודשים,"1,693 ₪"
898,"72,000 ₪",קרית אתא,מיצובישי ספייס סטאר SPACE STAR INSTYLE,2020,1193 ליטר בנזין,"65,000",1,אוטומטי,שחור,פרטית,1 חודשים,"1,235 ₪"
899,"39,900 ₪",תל אביב יפו,שברולט ספארק SPARK PREMIER,2021,1399 ליטר בנזין,"7,750",1,אוטומטי,שחור מטלי,פרטית,8 חודשים,"1,235 ₪"
900,"109,900 ₪",חדרה,פיג'ו 3008 3008 ACTIVE,2019,1499 ליטר דיזל,"37,042",1,אוטומטי,שנהב לבן,פרטית,2 חודשים,"1,835 ₪"
901,"85,000 ₪",ירושלים,דייהטסו טריוס TERIOS SX,2007,1495 ליטר בנזין,"175,000",2,אוטומטי,כחול,פרטית,7 חודשים,"1,262 ₪"
902,"179,000 ₪",ראשון לציון,ניסאן קשקאי QASHQAI ACENTA,2020,1461 ליטר דיזל,"142,000",1,אוטומטי,לבן,אחר,0,"2,130 ₪"
903,"35,000 ₪",חיפה,פיג'ו 2008 2008 ACTIVE GO,2019,1199 ליטר בנזין,"130,000",1,אוטומטי,שנהב לבן,ליסינג,2 חודשים,"1,353 ₪"
904,"107,900 ₪",ראשון לציון,מזדה 6 MAZDA 6 LUXURY,2019,1998 ליטר בנזין,"20,000",1,אוטומטי,כחול,פרטית,3 חודשים,"2,019 ₪"
905,"99,900 ₪",עפולה,סיאט איביזה IBIZA STYLE,2016,999 ליטר בנזין,"200,000",1,אוטומטי,שחור מטלי,פרטית,11 חודשים,985 ₪
906,"65,000 ₪",פתח תקווה,קיה נירו NIRO EX,2018,1580 ליטר בנזין,"78,000",1,אוטומטי,טורקיז,פרטית,9 חודשים,"1,604 ₪"
907,"87,900 ₪",פתח תקווה,יונדאי I10 I10 SUPREME,2015,1248 ליטר בנזין,"96,000",3,אוטומטי,כסף,פרטית,2 חודשים,985 ₪
908,"127,900 ₪",חיפה,סיטרואן C3 C3 SHINE PK,2020,1199 ליטר בנזין,"41,198",1,אוטומטי,אפור פלדה,פרטית,10 חודשים,"1,529 ₪"
909,"26,000 ₪",נתניה,פורד פומה PUMA ST-LINE X,2022,999 ליטר בנזין,4,1,אוטומטי,שחור מטלי,פרטית,9 חודשים,"1,811 ₪"
910,"112,000 ₪",טמרה,סיאט איביזה IBIZA FR,2021,999 ליטר בנזין,"31,000",2,אוטומטי,שנהב לבן,פרטית,2 חודשים,"1,529 ₪"
911,"59,000 ₪",ראשון לציון,סיטרואן ברלינגו BERLINGO SHINE,2021,1499 ליטר דיזל,"22,000",1,ידני,אפור כהה,פרטית,0,"2,130 ₪"
912,"115,500 ₪",תל אביב יפו,פיג'ו 208 208 TECH EDITION,2020,1199 ליטר בנזין,"62,615",1,אוטומטי,אפור כהה,פרטית,0,"1,529 ₪"
913,"40,000 ₪",עראבה,יונדאי I35 I35 INSPIRE,2015,1591 ליטר בנזין,"210,000",2,אוטומטי,אפור,ליסינג,10 חודשים,0
914,"111,900 ₪",פתח תקווה,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2016,1998 ליטר בנזין,"130,000",1,אוטומטי,אפור,פרטית,0,"1,693 ₪"
915,"45,000 ₪",חיפה,קיה נירו NIRO LX,2019,1580 ליטר בנזין,"100,181",1,אוטומטי,אפור,ליסינג,8 חודשים,"1,604 ₪"
916,"85,900 ₪",פתח תקווה,יונדאי איוניק HYBRID PREMIUM FL,2020,1580 ליטר בנזין,"136,000",1,אוטומטי,שנהב לבן,ליסינג,11 חודשים,0
917,"142,500 ₪",רעננה,קיה ספורטז' SPORTAGE TURBO TOP,2020,1591 ליטר בנזין,"46,000",1,אוטומטי,כסף,פרטית,3 חודשים,"2,130 ₪"
918,"112,000 ₪",חיפה,סקודה אוקטביה NEW OCTAVIA AMBITION,2017,999 ליטר בנזין,"136,000",1,אוטומטי,אפור מטל,ליסינג,8 חודשים,"1,604 ₪"
919,"139,000 ₪",ראשון לציון,טויוטה הילנדר HIGHLANDER E-MOTION,2021,2487 ליטר בנזין,"16,000",1,אוטומטי,שנהב לבן,פרטית,6 חודשים,"3,366 ₪"
920,"75,900 ₪",פתח תקווה,ב מ וו X5 XDRIVE45E M-SPORT,2023,2998 ליטר חשמל/בנזין,1,1,אוטומטי,שחור מטלי,פרטית,10 חודשים,"4,731 ₪"
921,"55,000 ₪",סח'נין,מרצדס CLA קלאס CLA180 AMG LINE FLT,2021,1332 ליטר בנזין,"30,000",1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"4,731 ₪"
922,"107,000 ₪",נתניה,ב מ וו סדרה 8 840I ELEGANT,2020,2998 ליטר בנזין,"53,821",1,אוטומטי,שנהב לבן,פרטית,7 חודשים,"4,731 ₪"
923,"111,900 ₪",אשדוד,פיג'ו 208 208 ACTIVE PRO,2016,1199 ליטר בנזין,"90,000",2,אוטומטי,אפור,פרטית,0,"1,102 ₪"
924,"118,000 ₪",ירכא,קיה פיקנטו PICANTO EX,2020,1248 ליטר בנזין,"25,000",2,אוטומטי,צהוב,פרטית,0,"1,235 ₪"
925,"122,900 ₪",פתח תקווה,מרצדס GLE 400D COUPE AMG,2023,2925 ליטר דיזל,0,1,אוטומטי,שחור,ליסינג,11 חודשים,"4,731 ₪"
926,"69,999 ₪",חיפה,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2015,1998 ליטר בנזין,"162,000",1,אוטומטי,שנהב לבן,אחר,3 חודשים,"1,693 ₪"
927,"310,000 ₪",ירושלים,אופל קורסה CORSA ENJOY LS,2018,1398 ליטר בנזין,"75,180",1,אוטומטי,כחול מטל,פרטית,0,"1,353 ₪"
928,"625,000 ₪",עפולה,סקודה קארוק KAROQ AMBITION,2018,999 ליטר בנזין,"170,000",1,אוטומטי,אפור כהה,ליסינג,8 חודשים,"1,604 ₪"
929,"295,000 ₪",ירכא,קיה סלטוס SELTOS EX,2021,1999 ליטר בנזין,"40,565",1,אוטומטי,שחור,פרטית,12 חודשים,0
930,"575,000 ₪",עפולה,סקודה אוקטביה NEW OCTAVIA STYLE,2017,999 ליטר בנזין,"92,959",1,אוטומטי,כסוף מטאלי,פרטית,5 חודשים,"1,604 ₪"
931,"42,000 ₪",אזור,ניסאן סנטרה SENTRA SV,2021,1997 ליטר בנזין,"28,000",1,אוטומטי,אפור מטל,ליסינג,5 חודשים,"1,811 ₪"
932,"70,000 ₪",ירכא,קיה ספורטז' SPORTAGE URBAN,2017,1999 ליטר בנזין,"83,000",1,אוטומטי,כסף,פרטית,1 חודשים,"1,835 ₪"
933,"722,650 ₪",נתניה,סקודה אוקטביה OCTAVIA AMBITION,2018,999 ליטר בנזין,"148,627",1,אוטומטי,כסף מטלי,ליסינג,0,"1,604 ₪"
934,"85,000 ₪",כפר סבא,פורד S-MAX S MAX TREND,2013,1999 ליטר בנזין,"170,000",3,אוטומטי,שנהב לבן,פרטית,4 חודשים,"1,693 ₪"
935,"58,900 ₪",חיפה,טויוטה קורולה HSD SDN SUN,2020,1798 ליטר בנזין,"70,000",1,אוטומטי,כסף מטלי,ליסינג,9 חודשים,"1,811 ₪"
936,"89,999 ₪",פרדס חנה כרכור,קיה ספורטז' SPORTAGE URBAN,2016,1999 ליטר בנזין,"99,097",1,אוטומטי,לבן,פרטית,3 חודשים,"1,584 ₪"
937,"135,900 ₪",פתח תקווה,קיה פיקנטו PICANTO LX,2020,1248 ליטר בנזין,"31,620",1,אוטומטי,שנהב לבן,פרטית,4 חודשים,"1,235 ₪"
938,"80,900 ₪",פתח תקווה,פולקסווגן פאסאט PASSAT COMFORTLINE,2014,1798 ליטר בנזין,"180,000",3,אוטומטי,שנהב לבן,פרטית,11 חודשים,"1,693 ₪"
939,"110,000 ₪",חיפה,ניסאן X TRAIL X-TRAIL VISIA,2017,1598 ליטר דיזל,"89,553",1,אוטומטי,שנהב לבן,פרטית,0,"2,019 ₪"
940,"103,900 ₪",ראשון לציון,MG ZS EV NET-UP S,2021,חשמלי,"42,183",1,אוטומטי,תכלת מטאלי,פרטית,7 חודשים,"2,130 ₪"
941,"71,900 ₪",ראשון לציון,שברולט ספארק SPARK LT PLUS,2017,1399 ליטר בנזין,"58,929",1,אוטומטי,אפור כהה,פרטית,0,"1,102 ₪"
942,"29,900 ₪",חיפה,טויוטה קורולה COROLLA SUN,2016,1598 ליטר בנזין,"190,000",2,אוטומטי,שנהב לבן,ליסינג,2 חודשים,"1,424 ₪"
943,"116,900 ₪",ראשון לציון,מרצדס CLA קלאס CLA250 E AMG,2021,1332 ליטר חשמל/בנזין,"21,000",1,אוטומטי,שנהב לבן,פרטית,1 חודשים,"3,366 ₪"
944,"92,900 ₪",חיפה,סיטרואן ברלינגו BERLINGO MAXI,2013,1560 ליטר דיזל,"365,000",3,ידני,שנהב לבן,ליסינג,4 חודשים,"1,424 ₪"
945,"80,900 ₪",פתח תקווה,פיג'ו 3008 3008 ACTIVE,2020,1199 ליטר בנזין,"80,000",1,אוטומטי,אפור כהה,ליסינג,0,"2,130 ₪"
946,"44,900 ₪",עפולה,קיה פיקנטו PICANTO GT LINE,2020,1248 ליטר בנזין,"24,000",1,אוטומטי,שחור,פרטית,4 חודשים,"1,235 ₪"
947,"111,900 ₪",פתח תקווה,סיטרואן ברלינגו BERLINGO XTR,2014,1560 ליטר דיזל,"189,000",1,אוטומטי,אפור,ליסינג,3 חודשים,"1,693 ₪"
948,"132,900 ₪",ראשון לציון,מרצדס CLA קלאס CLA180 AMG PLUS,2021,1332 ליטר בנזין,"20,500",2,אוטומטי,שחור,פרטית,10 חודשים,"4,731 ₪"
949,"64,900 ₪",רמת השרון,מיצובישי אטראז ATTRAGE INSTYLE,2016,1193 ליטר בנזין,"240,000",1,אוטומטי,כסוף בהיר,ליסינג,6 חודשים,985 ₪
950,"59,000 ₪",חדרה,קיה נירו NIRO PLUS GX,2022,1580 ליטר בנזין,"11,000",1,אוטומטי,שנהב לבן,פרטית,7 חודשים,"2,130 ₪"
951,"305,000 ₪",נתניה,פולקסווגן פולו POLO TRENDLINE,2008,1390 ליטר בנזין,"92,000",1,ידני,כחול מטל,פרטית,7 חודשים,880 ₪
952,"29,000 ₪",עפולה,קיה ספורטז' SPORTAGE PREMIUM,2020,1591 ליטר בנזין,"13,783",1,אוטומטי,שחור,פרטית,0,"2,417 ₪"
953,"118,000 ₪",נס ציונה,סקודה אוקטביה OCTAVIA AMBITION,2021,999 ליטר בנזין,"90,000",2,אוטומטי,אפור כהה,פרטית,0,"1,811 ₪"
954,"85,000 ₪",חיפה,סיאט אטקה ATECA XCELLENCE,2018,1395 ליטר בנזין,"95,000",1,אוטומטי,שחור,פרטית,9 חודשים,"2,019 ₪"
955,"58,000 ₪",חיפה,קיה ספורטז' SPORTAGE URBAN,2018,1999 ליטר בנזין,"114,000",1,אוטומטי,אפור,ליסינג,4 חודשים,"1,835 ₪"
956,"270,000 ₪",ירכא,סקודה אוקטביה OCTAVIA AMBITION,2022,1498 ליטר בנזין,"7,000",1,אוטומטי,כסף מטלי,ליסינג,0,"1,811 ₪"
957,"28,000 ₪",נתניה,מזדה 6 MAZDA 6 SIGNATURE,2021,2488 ליטר בנזין,"42,000",1,אוטומטי,שנהב לבן,פרטית,3 חודשים,"2,417 ₪"
958,"165,000 ₪",קרית שמונה,ב מ וו סדרה 4 420I M-SPORT,2021,1998 ליטר בנזין,"8,467",1,אוטומטי,שנהב לבן,פרטית,8 חודשים,"4,731 ₪"
959,"18,500 ₪",רעננה,וולבו S60 T5 KINETIC,2014,1969 ליטר בנזין,"155,000",3,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,693 ₪"
960,"132,900 ₪",רמת השרון,אאודי A3 A3 LUXURY DSN,2017,1395 ליטר בנזין,"89,000",2,אוטומטי,שחור,פרטית,0,"2,563 ₪"
961,"143,500 ₪",בת ים,ב מ וו Z4 SDRIVE 20I M SHADOW,2022,1998 ליטר בנזין,"8,000",1,אוטומטי,שנהב לבן,פרטית,8 חודשים,"4,731 ₪"
962,"125,000 ₪",ירכא,מרצדס A קלאס A200 STYLE,2019,1333 ליטר בנזין,"28,000",2,אוטומטי,שנהב לבן,פרטית,6 חודשים,"2,563 ₪"
963,"108,900 ₪",באר טוביה,סקודה קודיאק KODIAQ AMBITION,2020,1498 ליטר בנזין,"56,825",1,אוטומטי,אפור מטל,פרטית,10 חודשים,"2,417 ₪"
964,"153,900 ₪",נתניה,ניסאן מיקרה MICRA VISIA,2018,1198 ליטר בנזין,"51,200",1,אוטומטי,שחור מטלי,פרטית,8 חודשים,0
965,"170,500 ₪",תל אביב יפו,יונדאי I30 I30 INSPIRE,2014,1591 ליטר בנזין,"162,000",2,אוטומטי,שנהב לבן,ליסינג,11 חודשים,"1,424 ₪"
966,"340,000 ₪",עפולה,ב מ וו X5 XDRIVE 30D LUXURY,2014,2993 ליטר דיזל,"150,000",2,אוטומטי,שנהב לבן,פרטית,2 חודשים,"2,397 ₪"
967,"51,900 ₪",תל אביב,טויוטה C-HR HYBRID EXECUTIVE,2019,1798 ליטר בנזין,"84,906",1,אוטומטי,כסף,פרטית,6 חודשים,0
968,"119,000 ₪",חיפה,יונדאי איוניק HYBRID PREMIUM FL,2019,1580 ליטר בנזין,"50,000",1,אוטומטי,שנהב לבן,ליסינג,10 חודשים,"1,604 ₪"
969,"363,000 ₪",שפרעם,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,"51,815",1,אוטומטי,כסוף כהה,פרטית,2 חודשים,"1,835 ₪"
970,"152,990 ₪",תל אביב יפו,רנו מגאן MEGANE INTENSE,2019,1461 ליטר דיזל,"114,000",1,אוטומטי,שנהב לבן,ליסינג,9 חודשים,"1,604 ₪"
971,"176,900 ₪",פתח תקווה,מיצובישי ASX ASX INSTYLE,2019,1998 ליטר בנזין,"68,000",1,אוטומטי,שנהב לבן,פרטית,0,"1,604 ₪"
972,"64,900 ₪",ראשון לציון,סוזוקי SX4 SX4 GLX,2013,1586 ליטר בנזין,"225,000",2,אוטומטי,אפור מטל,פרטית,9 חודשים,"1,205 ₪"
973,"40,000 ₪",רחובות,קיה ספורטז' SPORTAGE PREMIUM,2023,1999 ליטר בנזין,0,1,אוטומטי,שחור,פרטית,11 חודשים,0
974,"166,000 ₪",נתניה,שברולט טריילבליזר TRAIL BLAZER LT PLUS,2023,1341 ליטר בנזין,0,1,אוטומטי,שחור מטאלי,ליסינג,11 חודשים,0
975,"129,900 ₪",חיפה,פיג'ו 3008 3008 PREMIUM PK,2015,1598 ליטר בנזין,"101,000",1,אוטומטי,אפור בהיר,פרטית,0,"1,693 ₪"
976,"119,000 ₪",חיפה,יונדאי איוניק HYBRID PREMIUM FL,2019,1580 ליטר בנזין,"122,000",1,אוטומטי,כסוף כהה,פרטית,10 חודשים,"1,604 ₪"
977,"121,900 ₪",חיפה,יונדאי סנטה פה SANTA FE EXECUTIVE,2010,2199 ליטר דיזל,"280,000",2,אוטומטי,שחור,פרטית,10 חודשים,"1,508 ₪"
978,"84,000 ₪",חדרה,איסוזו D-Max PICK - UP S,2016,2499 ליטר דיזל,"170,000",2,אוטומטי,שנהב לבן,ליסינג,0,"1,962 ₪"
979,"102,900 ₪",ראשון לציון,יונדאי איוניק HYBRID PREMIUM FL,2020,1580 ליטר בנזין,"98,781",1,אוטומטי,כסוף,ליסינג,0,"1,811 ₪"
980,"42,000 ₪",שדרות,סובארו פורסטר FORESTER 2.0 OSAKA,2018,1995 ליטר בנזין,"148,000",1,אוטומטי,כסף,פרטית,13 חודשים,"2,019 ₪"
981,"210,000 ₪",טמרה,סיאט מי MII STYLE,2014,999 ליטר בנזין,"140,000",1,ידני,צהוב לימון,פרטית,9 חודשים,985 ₪
982,"163,930 ₪",נתניה,אאודי A4 A4 EXECUTIVE,2016,1798 ליטר בנזין,"110,000",2,אוטומטי,שנהב לבן,פרטית,11 חודשים,"1,962 ₪"
983,"45,000 ₪",פתח תקווה,ב מ וו סדרה 3 318I BUSINESS,2021,1998 ליטר בנזין,"44,000",2,אוטומטי,שחור,פרטית,10 חודשים,"3,366 ₪"
984,"110,000 ₪",נתניה,קיה ספורטז' SPORTAGE URBAN,2018,1999 ליטר בנזין,"85,415",1,אוטומטי,אפור,פרטית,0,"1,835 ₪"
985,"51,000 ₪",ירושלים,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2019,1998 ליטר בנזין,"110,000",1,אוטומטי,לבן,אחר,5 חודשים,"2,019 ₪"
986,"135,000 ₪",אבן יהודה,יונדאי IX35 IX35 PRIME,2015,1999 ליטר בנזין,"70,000",1,אוטומטי,שנהב לבן,פרטית,6 חודשים,"1,584 ₪"
987,"110,900 ₪",אשדוד,פיג'ו 3008 3008 ACTIVE,2021,1199 ליטר בנזין,"30,000",1,אוטומטי,אפור כהה,פרטית,2 חודשים,"2,130 ₪"
988,"110,000 ₪",חיפה,יונדאי I30 I30 INSPIRE,2010,1591 ליטר בנזין,"144,000",4,אוטומטי,אפור מטל,ליסינג,0,"1,262 ₪"
989,"20,900 ₪",ראשון לציון,יונדאי איוניק HYBRID PREMIUM,2019,1580 ליטר בנזין,"60,000",2,אוטומטי,שנהב לבן,ליסינג,1 חודשים,"1,604 ₪"
990,"116,500 ₪",ראשון לציון,מיצובישי ASX ASX PANORAMIC,2022,1998 ליטר בנזין,0,1,אוטומטי,לבן,פרטית,0,"1,811 ₪"
991,"224,900 ₪",עפולה,מזדה CX-5 CX-5 LUXURY,2019,1998 ליטר בנזין,"86,811",1,אוטומטי,כחול,פרטית,0,"2,019 ₪"
992,"108,900 ₪",רמת השרון,טויוטה קורולה HSD SDN SUN,2019,1798 ליטר בנזין,"112,000",1,אוטומטי,כסף מטלי,ליסינג,7 חודשים,"1,604 ₪"
993,"144,000 ₪",ירכא,קיה ספורטז' SPORTAGE URBAN,2015,1591 ליטר בנזין,"128,000",2,אוטומטי,שנהב לבן,ליסינג,9 חודשים,"1,424 ₪"
994,"73,900 ₪",ראשון לציון,מיצובישי אאוטלנדר OUTLANDER PREMIUM,2016,1998 ליטר בנזין,"130,000",1,אוטומטי,שחור,פרטית,1 חודשים,"1,693 ₪"
995,"133,000 ₪",ראשון לציון,פיג'ו 2008 2008 ACTIVE GO,2020,1199 ליטר בנזין,"57,839",1,אוטומטי,אפור פלדה,פרטית,0,"1,811 ₪"
996,"26,000 ₪",רחובות,פורד גלאקסי GALAXY TREND,2015,1999 ליטר בנזין,"160,000",2,אוטומטי,שחור מטלי,ליסינג,0,"1,693 ₪"
997,"112,000 ₪",לוד,סיאט איביזה IBIZA STYLE,2016,999 ליטר בנזין,"82,000",2,אוטומטי,שן פיל,פרטית,2 חודשים,985 ₪
